observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,9717,VSM.MarkReceiverPages,914688,1
0,9717,VSM.Allocate,273408,1
0,9717,VSM.ClearPhysicalPages,180992,1
0,9717,VSM.PageOccupancy,61952,1
0,9717,VSM.FinalizePages,1536,1
0,9717,VSM.DynamicRaster,86016,1
0,9717,VSM.LayoutRemap,0,1
0,9717,VSM.InvalidateStatic,0,0
0,9717,VSM.StaticCasterCull,145664,1
0,9717,VSM.DynamicCasterCull,0,1
0,9717,VSM.PageCull,126976,1
0,9717,VSM.StaticRaster,8704,1
0,9717,VSM.UnityCompatibilityRaster,0,0
0,9717,VSM.Resolve,4107008,1
0,9717,VSM.ResolveTrace,3889152,1
0,9717,VSM.FilterHorizontal,62464,1
0,9717,VSM.FilterVertical,0,0
0,9717,VSM.FilterTemporalVertical,155136,1
0,9717,VSM.ResetFeedback,0,1
1,9718,VSM.MarkReceiverPages,580096,1
1,9718,VSM.Allocate,270080,1
1,9718,VSM.ClearPhysicalPages,179968,1
1,9718,VSM.PageOccupancy,60672,1
1,9718,VSM.FinalizePages,2560,1
1,9718,VSM.DynamicRaster,92160,1
1,9718,VSM.LayoutRemap,0,1
1,9718,VSM.InvalidateStatic,0,0
1,9718,VSM.StaticCasterCull,143872,1
1,9718,VSM.DynamicCasterCull,0,1
1,9718,VSM.PageCull,124928,1
1,9718,VSM.StaticRaster,3072,1
1,9718,VSM.UnityCompatibilityRaster,0,0
1,9718,VSM.Resolve,4809728,1
1,9718,VSM.ResolveTrace,4588800,1
1,9718,VSM.FilterHorizontal,64256,1
1,9718,VSM.FilterVertical,0,0
1,9718,VSM.FilterTemporalVertical,155392,1
1,9718,VSM.ResetFeedback,0,1
2,9719,VSM.MarkReceiverPages,579840,1
2,9719,VSM.Allocate,270080,1
2,9719,VSM.ClearPhysicalPages,179968,1
2,9719,VSM.PageOccupancy,61696,1
2,9719,VSM.FinalizePages,1536,1
