observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,9525,VSM.MarkReceiverPages,584448,1
0,9525,VSM.Allocate,580352,1
0,9525,VSM.ClearPhysicalPages,261888,1
0,9525,VSM.PageOccupancy,66816,1
0,9525,VSM.FinalizePages,1792,1
0,9525,VSM.DynamicRaster,89088,1
0,9525,VSM.LayoutRemap,0,1
0,9525,VSM.InvalidateStatic,0,0
0,9525,VSM.StaticCasterCull,206080,1
0,9525,VSM.DynamicCasterCull,0,1
0,9525,VSM.PageCull,187136,1
0,9525,VSM.StaticRaster,7680,1
0,9525,VSM.UnityCompatibilityRaster,0,0
0,9525,VSM.Resolve,5160960,1
0,9525,VSM.ResolveTrace,4940544,1
0,9525,VSM.FilterHorizontal,64256,1
0,9525,VSM.FilterVertical,0,0
0,9525,VSM.FilterTemporalVertical,155904,1
0,9525,VSM.ResetFeedback,0,1
1,9526,VSM.MarkReceiverPages,583680,1
1,9526,VSM.Allocate,569600,1
1,9526,VSM.ClearPhysicalPages,261632,1
1,9526,VSM.PageOccupancy,78848,1
1,9526,VSM.FinalizePages,1792,1
1,9526,VSM.DynamicRaster,94208,1
1,9526,VSM.LayoutRemap,0,1
1,9526,VSM.InvalidateStatic,0,0
1,9526,VSM.StaticCasterCull,194816,1
1,9526,VSM.DynamicCasterCull,0,1
1,9526,VSM.PageCull,175872,1
1,9526,VSM.StaticRaster,3328,1
1,9526,VSM.UnityCompatibilityRaster,0,0
1,9526,VSM.Resolve,5165312,1
1,9526,VSM.ResolveTrace,4944896,1
1,9526,VSM.FilterHorizontal,64256,1
1,9526,VSM.FilterVertical,0,0
1,9526,VSM.FilterTemporalVertical,155648,1
1,9526,VSM.ResetFeedback,0,1
2,9527,VSM.MarkReceiverPages,585216,1
2,9527,VSM.Allocate,573696,1
2,9527,VSM.ClearPhysicalPages,261376,1
2,9527,VSM.PageOccupancy,72960,1
2,9527,VSM.FinalizePages,1792,1
2,9527,VSM.DynamicRaster,86784,1
2,9527,VSM.LayoutRemap,0,1
2,9527,VSM.InvalidateStatic,0,0
2,9527,VSM.StaticCasterCull,206592,1
2,9527,VSM.DynamicCasterCull,0,1
2,9527,VSM.PageCull,188160,1
2,9527,VSM.StaticRaster,6400,1
2,9527,VSM.UnityCompatibilityRaster,0,0
2,9527,VSM.Resolve,5161216,1
2,9527,VSM.ResolveTrace,4941056,1
2,9527,VSM.FilterHorizontal,64256,1
2,9527,VSM.FilterVertical,0,0
2,9527,VSM.FilterTemporalVertical,155136,1
2,9527,VSM.ResetFeedback,0,1
3,9528,VSM.MarkReceiverPages,747776,1
3,9528,VSM.Allocate,569600,1
3,9528,VSM.ClearPhysicalPages,261632,1
3,9528,VSM.PageOccupancy,75520,1
3,9528,VSM.FinalizePages,1792,1
3,9528,VSM.DynamicRaster,83456,1
3,9528,VSM.LayoutRemap,0,1
3,9528,VSM.InvalidateStatic,0,0
3,9528,VSM.StaticCasterCull,199168,1
3,9528,VSM.DynamicCasterCull,0,1
3,9528,VSM.PageCull,180224,1
3,9528,VSM.StaticRaster,3328,1
3,9528,VSM.UnityCompatibilityRaster,0,0
3,9528,VSM.Resolve,5159936,1
3,9528,VSM.ResolveTrace,4939520,1
3,9528,VSM.FilterHorizontal,64512,1
3,9528,VSM.FilterVertical,0,0
3,9528,VSM.FilterTemporalVertical,155904,1
3,9528,VSM.ResetFeedback,0,1
4,9529,VSM.MarkReceiverPages,585216,1
4,9529,VSM.Allocate,570624,1
4,9529,VSM.ClearPhysicalPages,261888,1
4,9529,VSM.PageOccupancy,66304,1
4,9529,VSM.FinalizePages,1536,1
4,9529,VSM.DynamicRaster,93952,1
4,9529,VSM.LayoutRemap,0,1
4,9529,VSM.InvalidateStatic,0,0
4,9529,VSM.StaticCasterCull,207104,1
4,9529,VSM.DynamicCasterCull,0,1
4,9529,VSM.PageCull,188672,1
4,9529,VSM.StaticRaster,7680,1
4,9529,VSM.UnityCompatibilityRaster,0,0
4,9529,VSM.Resolve,6052096,1
4,9529,VSM.ResolveTrace,5824000,1
4,9529,VSM.FilterHorizontal,67328,1
4,9529,VSM.FilterVertical,0,0
4,9529,VSM.FilterTemporalVertical,159744,1
4,9529,VSM.ResetFeedback,0,1
5,9530,VSM.MarkReceiverPages,587008,1
5,9530,VSM.Allocate,574720,1
5,9530,VSM.ClearPhysicalPages,261632,1
5,9530,VSM.PageOccupancy,74496,1
5,9530,VSM.FinalizePages,1536,1
5,9530,VSM.DynamicRaster,90112,1
5,9530,VSM.LayoutRemap,0,1
5,9530,VSM.InvalidateStatic,0,0
5,9530,VSM.StaticCasterCull,203008,1
5,9530,VSM.DynamicCasterCull,0,1
5,9530,VSM.PageCull,183808,1
5,9530,VSM.StaticRaster,3328,1
5,9530,VSM.UnityCompatibilityRaster,0,0
5,9530,VSM.Resolve,6365696,1
5,9530,VSM.ResolveTrace,6142720,1
5,9530,VSM.FilterHorizontal,65280,1
5,9530,VSM.FilterVertical,0,0
5,9530,VSM.FilterTemporalVertical,156160,1
5,9530,VSM.ResetFeedback,0,1
6,9531,VSM.MarkReceiverPages,586240,1
6,9531,VSM.Allocate,573184,1
6,9531,VSM.ClearPhysicalPages,261376,1
6,9531,VSM.PageOccupancy,66816,1
6,9531,VSM.FinalizePages,1792,1
6,9531,VSM.DynamicRaster,86016,1
6,9531,VSM.LayoutRemap,0,1
6,9531,VSM.InvalidateStatic,0,0
6,9531,VSM.StaticCasterCull,208640,1
6,9531,VSM.DynamicCasterCull,0,1
6,9531,VSM.PageCull,190208,1
6,9531,VSM.StaticRaster,7680,1
6,9531,VSM.UnityCompatibilityRaster,0,0
6,9531,VSM.Resolve,5158912,1
6,9531,VSM.ResolveTrace,4937984,1
6,9531,VSM.FilterHorizontal,64512,1
6,9531,VSM.FilterVertical,0,0
6,9531,VSM.FilterTemporalVertical,156160,1
6,9531,VSM.ResetFeedback,0,1
7,9532,VSM.MarkReceiverPages,899072,1
7,9532,VSM.Allocate,596224,1
7,9532,VSM.ClearPhysicalPages,263168,1
7,9532,VSM.PageOccupancy,227840,1
7,9532,VSM.FinalizePages,2048,1
7,9532,VSM.DynamicRaster,93184,1
7,9532,VSM.LayoutRemap,0,1
7,9532,VSM.InvalidateStatic,0,0
7,9532,VSM.StaticCasterCull,201472,1
7,9532,VSM.DynamicCasterCull,0,1
7,9532,VSM.PageCull,182528,1
7,9532,VSM.StaticRaster,3328,1
7,9532,VSM.UnityCompatibilityRaster,0,0
7,9532,VSM.Resolve,5105152,1
7,9532,VSM.ResolveTrace,4884992,1
7,9532,VSM.FilterHorizontal,64512,1
7,9532,VSM.FilterVertical,0,0
7,9532,VSM.FilterTemporalVertical,154880,1
7,9532,VSM.ResetFeedback,0,1
8,9533,VSM.MarkReceiverPages,586752,1
8,9533,VSM.Allocate,571136,1
8,9533,VSM.ClearPhysicalPages,263424,1
8,9533,VSM.PageOccupancy,66048,1
8,9533,VSM.FinalizePages,2048,1
8,9533,VSM.DynamicRaster,92160,1
8,9533,VSM.LayoutRemap,0,1
8,9533,VSM.InvalidateStatic,0,0
