observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,12200,VSM.MarkReceiverPages,753664,1
0,12200,VSM.Allocate,269824,1
0,12200,VSM.ClearPhysicalPages,361984,1
0,12200,VSM.PageOccupancy,46592,1
0,12200,VSM.FinalizePages,1792,1
0,12200,VSM.DynamicRaster,85504,1
0,12200,VSM.LayoutRemap,0,1
0,12200,VSM.InvalidateStatic,0,0
0,12200,VSM.StaticCasterCull,148480,1
0,12200,VSM.DynamicCasterCull,0,1
0,12200,VSM.PageCull,123904,1
0,12200,VSM.StaticRaster,7680,1
0,12200,VSM.UnityCompatibilityRaster,0,0
0,12200,VSM.Resolve,4557312,1
0,12200,VSM.ResolveTrace,4336384,1
0,12200,VSM.FilterHorizontal,64512,1
0,12200,VSM.FilterVertical,0,0
0,12200,VSM.FilterTemporalVertical,155136,1
0,12200,VSM.ResetFeedback,0,1
1,12201,VSM.MarkReceiverPages,564736,1
1,12201,VSM.Allocate,268800,1
1,12201,VSM.ClearPhysicalPages,178944,1
1,12201,VSM.PageOccupancy,46080,1
1,12201,VSM.FinalizePages,1792,1
1,12201,VSM.DynamicRaster,90112,1
1,12201,VSM.LayoutRemap,0,1
1,12201,VSM.InvalidateStatic,0,0
1,12201,VSM.StaticCasterCull,136448,1
1,12201,VSM.DynamicCasterCull,0,1
1,12201,VSM.PageCull,117504,1
1,12201,VSM.StaticRaster,4096,1
1,12201,VSM.UnityCompatibilityRaster,0,0
1,12201,VSM.Resolve,4613120,1
1,12201,VSM.ResolveTrace,4390144,1
1,12201,VSM.FilterHorizontal,66048,1
1,12201,VSM.FilterVertical,0,0
1,12201,VSM.FilterTemporalVertical,156160,1
1,12201,VSM.ResetFeedback,0,1
2,12202,VSM.MarkReceiverPages,565248,1
2,12202,VSM.Allocate,268544,1
2,12202,VSM.ClearPhysicalPages,505600,1
2,12202,VSM.PageOccupancy,46848,1
2,12202,VSM.FinalizePages,1792,1
2,12202,VSM.DynamicRaster,86784,1
2,12202,VSM.LayoutRemap,256,1
2,12202,VSM.InvalidateStatic,0,0
2,12202,VSM.StaticCasterCull,142336,1
2,12202,VSM.DynamicCasterCull,0,1
2,12202,VSM.PageCull,118528,1
2,12202,VSM.StaticRaster,11008,1
2,12202,VSM.UnityCompatibilityRaster,0,0
2,12202,VSM.Resolve,4939520,1
2,12202,VSM.ResolveTrace,4715008,1
2,12202,VSM.FilterHorizontal,64768,1
2,12202,VSM.FilterVertical,0,0
2,12202,VSM.FilterTemporalVertical,158464,1
2,12202,VSM.ResetFeedback,0,1
3,12203,VSM.MarkReceiverPages,566784,1
3,12203,VSM.Allocate,270080,1
3,12203,VSM.ClearPhysicalPages,635392,1
3,12203,VSM.PageOccupancy,47360,1
3,12203,VSM.FinalizePages,1792,1
3,12203,VSM.DynamicRaster,92672,1
3,12203,VSM.LayoutRemap,0,1
3,12203,VSM.InvalidateStatic,0,0
3,12203,VSM.StaticCasterCull,146176,1
3,12203,VSM.DynamicCasterCull,0,1
3,12203,VSM.PageCull,121600,1
3,12203,VSM.StaticRaster,6144,1
3,12203,VSM.UnityCompatibilityRaster,0,0
3,12203,VSM.Resolve,4536064,1
3,12203,VSM.ResolveTrace,4306688,1
3,12203,VSM.FilterHorizontal,67328,1
3,12203,VSM.FilterVertical,0,0
3,12203,VSM.FilterTemporalVertical,160768,1
3,12203,VSM.ResetFeedback,0,1
4,12204,VSM.MarkReceiverPages,563712,1
4,12204,VSM.Allocate,270336,1
4,12204,VSM.ClearPhysicalPages,179200,1
4,12204,VSM.PageOccupancy,47616,1
4,12204,VSM.FinalizePages,1280,1
4,12204,VSM.DynamicRaster,90624,1
4,12204,VSM.LayoutRemap,0,1
4,12204,VSM.InvalidateStatic,0,0
4,12204,VSM.StaticCasterCull,144640,1
4,12204,VSM.DynamicCasterCull,0,1
4,12204,VSM.PageCull,125184,1
4,12204,VSM.StaticRaster,10752,1
4,12204,VSM.UnityCompatibilityRaster,0,0
4,12204,VSM.Resolve,4830720,1
4,12204,VSM.ResolveTrace,4608512,1
4,12204,VSM.FilterHorizontal,63744,1
4,12204,VSM.FilterVertical,0,0
4,12204,VSM.FilterTemporalVertical,156928,1
4,12204,VSM.ResetFeedback,0,1
5,12205,VSM.MarkReceiverPages,565504,1
5,12205,VSM.Allocate,269056,1
5,12205,VSM.ClearPhysicalPages,567040,1
5,12205,VSM.PageOccupancy,47360,1
5,12205,VSM.FinalizePages,1792,1
5,12205,VSM.DynamicRaster,83200,1
5,12205,VSM.LayoutRemap,0,1
5,12205,VSM.InvalidateStatic,0,0
5,12205,VSM.StaticCasterCull,144384,1
5,12205,VSM.DynamicCasterCull,0,1
5,12205,VSM.PageCull,120064,1
5,12205,VSM.StaticRaster,7680,1
5,12205,VSM.UnityCompatibilityRaster,0,0
5,12205,VSM.Resolve,4906752,1
5,12205,VSM.ResolveTrace,4677632,1
5,12205,VSM.FilterHorizontal,67328,1
5,12205,VSM.FilterVertical,0,0
5,12205,VSM.FilterTemporalVertical,160512,1
5,12205,VSM.ResetFeedback,0,1
6,12206,VSM.MarkReceiverPages,563968,1
6,12206,VSM.Allocate,268032,1
6,12206,VSM.ClearPhysicalPages,179456,1
6,12206,VSM.PageOccupancy,47616,1
6,12206,VSM.FinalizePages,1792,1
6,12206,VSM.DynamicRaster,93952,1
6,12206,VSM.LayoutRemap,0,1
6,12206,VSM.InvalidateStatic,0,0
6,12206,VSM.StaticCasterCull,144384,1
6,12206,VSM.DynamicCasterCull,0,1
6,12206,VSM.PageCull,125696,1
6,12206,VSM.StaticRaster,3328,1
6,12206,VSM.UnityCompatibilityRaster,0,0
6,12206,VSM.Resolve,4851712,1
6,12206,VSM.ResolveTrace,4629760,1
