observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,6044,VSM.MarkReceiverPages,635136,1
0,6044,VSM.Allocate,274688,1
0,6044,VSM.ClearPhysicalPages,800512,1
0,6044,VSM.PageOccupancy,106240,1
0,6044,VSM.FinalizePages,2304,1
0,6044,VSM.DynamicRaster,86272,1
0,6044,VSM.LayoutRemap,0,1
0,6044,VSM.InvalidateStatic,0,0
0,6044,VSM.StaticCasterCull,137984,1
0,6044,VSM.DynamicCasterCull,0,1
0,6044,VSM.PageCull,117760,1
0,6044,VSM.StaticRaster,7424,1
0,6044,VSM.UnityCompatibilityRaster,0,0
0,6044,VSM.Resolve,5948928,1
0,6044,VSM.ResolveTrace,5721344,1
0,6044,VSM.FilterHorizontal,66304,1
0,6044,VSM.FilterVertical,0,0
0,6044,VSM.FilterTemporalVertical,160256,1
0,6044,VSM.ResetFeedback,0,1
1,6045,VSM.MarkReceiverPages,636416,1
1,6045,VSM.Allocate,274944,1
1,6045,VSM.ClearPhysicalPages,805120,1
1,6045,VSM.PageOccupancy,113664,1
1,6045,VSM.FinalizePages,2304,1
1,6045,VSM.DynamicRaster,89344,1
1,6045,VSM.LayoutRemap,0,1
1,6045,VSM.InvalidateStatic,0,0
1,6045,VSM.StaticCasterCull,141568,1
1,6045,VSM.DynamicCasterCull,0,1
1,6045,VSM.PageCull,121600,1
1,6045,VSM.StaticRaster,7936,1
1,6045,VSM.UnityCompatibilityRaster,0,0
1,6045,VSM.Resolve,5403392,1
1,6045,VSM.ResolveTrace,5175296,1
1,6045,VSM.FilterHorizontal,67840,1
1,6045,VSM.FilterVertical,0,0
1,6045,VSM.FilterTemporalVertical,159744,1
1,6045,VSM.ResetFeedback,0,1
2,6046,VSM.MarkReceiverPages,634368,1
2,6046,VSM.Allocate,274176,1
2,6046,VSM.ClearPhysicalPages,801024,1
2,6046,VSM.PageOccupancy,107520,1
2,6046,VSM.FinalizePages,2304,1
2,6046,VSM.DynamicRaster,82432,1
2,6046,VSM.LayoutRemap,0,1
2,6046,VSM.InvalidateStatic,0,0
2,6046,VSM.StaticCasterCull,135680,1
2,6046,VSM.DynamicCasterCull,0,1
2,6046,VSM.PageCull,115712,1
2,6046,VSM.StaticRaster,7424,1
2,6046,VSM.UnityCompatibilityRaster,0,0
2,6046,VSM.Resolve,6307072,1
2,6046,VSM.ResolveTrace,5881600,1
2,6046,VSM.FilterHorizontal,65536,1
2,6046,VSM.FilterVertical,0,0
2,6046,VSM.FilterTemporalVertical,157952,1
2,6046,VSM.ResetFeedback,0,1
3,6047,VSM.MarkReceiverPages,590336,1
3,6047,VSM.Allocate,271360,1
3,6047,VSM.ClearPhysicalPages,733184,1
3,6047,VSM.PageOccupancy,105472,1
3,6047,VSM.FinalizePages,2304,1
3,6047,VSM.DynamicRaster,85504,1
3,6047,VSM.LayoutRemap,0,1
3,6047,VSM.InvalidateStatic,0,0
3,6047,VSM.StaticCasterCull,137984,1
3,6047,VSM.DynamicCasterCull,0,1
3,6047,VSM.PageCull,118784,1
3,6047,VSM.StaticRaster,7424,1
3,6047,VSM.UnityCompatibilityRaster,0,0
3,6047,VSM.Resolve,5320192,1
3,6047,VSM.ResolveTrace,5097984,1
3,6047,VSM.FilterHorizontal,65024,1
3,6047,VSM.FilterVertical,0,0
3,6047,VSM.FilterTemporalVertical,156672,1
3,6047,VSM.ResetFeedback,0,1
4,6048,VSM.MarkReceiverPages,592128,1
4,6048,VSM.Allocate,270592,1
4,6048,VSM.ClearPhysicalPages,1044480,1
4,6048,VSM.PageOccupancy,105984,1
4,6048,VSM.FinalizePages,2048,1
4,6048,VSM.DynamicRaster,84224,1
4,6048,VSM.LayoutRemap,0,1
4,6048,VSM.InvalidateStatic,0,0
4,6048,VSM.StaticCasterCull,135680,1
4,6048,VSM.DynamicCasterCull,0,1
4,6048,VSM.PageCull,114688,1
4,6048,VSM.StaticRaster,8704,1
4,6048,VSM.UnityCompatibilityRaster,0,0
4,6048,VSM.Resolve,5335552,1
4,6048,VSM.ResolveTrace,5111296,1
4,6048,VSM.FilterHorizontal,65536,1
4,6048,VSM.FilterVertical,0,0
4,6048,VSM.FilterTemporalVertical,158720,1
4,6048,VSM.ResetFeedback,0,1
5,6049,VSM.MarkReceiverPages,632320,1
5,6049,VSM.Allocate,275456,1
5,6049,VSM.ClearPhysicalPages,800768,1
5,6049,VSM.PageOccupancy,108032,1
5,6049,VSM.FinalizePages,2560,1
5,6049,VSM.DynamicRaster,88320,1
5,6049,VSM.LayoutRemap,0,1
5,6049,VSM.InvalidateStatic,0,0
5,6049,VSM.StaticCasterCull,139776,1
5,6049,VSM.DynamicCasterCull,0,1
5,6049,VSM.PageCull,119040,1
5,6049,VSM.StaticRaster,7680,1
5,6049,VSM.UnityCompatibilityRaster,0,0
5,6049,VSM.Resolve,5378816,1
5,6049,VSM.ResolveTrace,5153024,1
5,6049,VSM.FilterHorizontal,66304,1
5,6049,VSM.FilterVertical,0,0
5,6049,VSM.FilterTemporalVertical,158976,1
5,6049,VSM.ResetFeedback,0,1
6,6050,VSM.MarkReceiverPages,636672,1
6,6050,VSM.Allocate,272896,1
6,6050,VSM.ClearPhysicalPages,801536,1
6,6050,VSM.PageOccupancy,108288,1
6,6050,VSM.FinalizePages,2048,1
6,6050,VSM.DynamicRaster,93184,1
6,6050,VSM.LayoutRemap,0,1
6,6050,VSM.InvalidateStatic,0,0
6,6050,VSM.StaticCasterCull,142592,1
6,6050,VSM.DynamicCasterCull,0,1
6,6050,VSM.PageCull,122368,1
6,6050,VSM.StaticRaster,3584,1
6,6050,VSM.UnityCompatibilityRaster,0,0
6,6050,VSM.Resolve,5309184,1
6,6050,VSM.ResolveTrace,5087488,1
6,6050,VSM.FilterHorizontal,64768,1
6,6050,VSM.FilterVertical,0,0
6,6050,VSM.FilterTemporalVertical,156672,1
6,6050,VSM.ResetFeedback,0,1
7,6051,VSM.MarkReceiverPages,589824,1
7,6051,VSM.Allocate,270336,1
7,6051,VSM.ClearPhysicalPages,732672,1
7,6051,VSM.PageOccupancy,107776,1
7,6051,VSM.FinalizePages,2048,1
7,6051,VSM.DynamicRaster,92672,1
7,6051,VSM.LayoutRemap,0,1
7,6051,VSM.InvalidateStatic,0,0
7,6051,VSM.StaticCasterCull,144128,1
7,6051,VSM.DynamicCasterCull,0,1
7,6051,VSM.PageCull,125696,1
7,6051,VSM.StaticRaster,7424,1
7,6051,VSM.UnityCompatibilityRaster,0,0
7,6051,VSM.Resolve,6084608,1
7,6051,VSM.ResolveTrace,5858048,1
7,6051,VSM.FilterHorizontal,66048,1
7,6051,VSM.FilterVertical,0,0
7,6051,VSM.FilterTemporalVertical,158976,1
7,6051,VSM.ResetFeedback,0,1
8,6052,VSM.MarkReceiverPages,593152,1
8,6052,VSM.Allocate,272896,1
8,6052,VSM.ClearPhysicalPages,1038592,1
8,6052,VSM.PageOccupancy,107776,1
8,6052,VSM.FinalizePages,2304,1
8,6052,VSM.DynamicRaster,87296,1
8,6052,VSM.LayoutRemap,0,1
8,6052,VSM.InvalidateStatic,0,0
8,6052,VSM.StaticCasterCull,147712,1
8,6052,VSM.DynamicCasterCull,0,1
8,6052,VSM.PageCull,122368,1
8,6052,VSM.StaticRaster,7424,1
8,6052,VSM.UnityCompatibilityRaster,0,0
8,6052,VSM.Resolve,5339648,1
8,6052,VSM.ResolveTrace,5115136,1
8,6052,VSM.FilterHorizontal,65536,1
8,6052,VSM.FilterVertical,0,0
8,6052,VSM.FilterTemporalVertical,158976,1
8,6052,VSM.ResetFeedback,0,1
9,6053,VSM.MarkReceiverPages,634624,1
9,6053,VSM.Allocate,275712,1
9,6053,VSM.ClearPhysicalPages,1108736,1
