observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,6428,VSM.MarkReceiverPages,634112,1
0,6428,VSM.Allocate,274944,1
0,6428,VSM.ClearPhysicalPages,512768,1
0,6428,VSM.PageOccupancy,66304,1
0,6428,VSM.FinalizePages,2048,1
0,6428,VSM.DynamicRaster,92416,1
0,6428,VSM.LayoutRemap,0,1
0,6428,VSM.InvalidateStatic,0,0
0,6428,VSM.StaticCasterCull,143872,1
0,6428,VSM.DynamicCasterCull,0,1
0,6428,VSM.PageCull,123392,1
0,6428,VSM.StaticRaster,7680,1
0,6428,VSM.UnityCompatibilityRaster,0,0
0,6428,VSM.Resolve,4933120,1
0,6428,VSM.ResolveTrace,4709888,1
0,6428,VSM.FilterHorizontal,64512,1
0,6428,VSM.FilterVertical,0,0
0,6428,VSM.FilterTemporalVertical,158720,1
0,6428,VSM.ResetFeedback,0,1
1,6429,VSM.MarkReceiverPages,636160,1
1,6429,VSM.Allocate,273408,1
1,6429,VSM.ClearPhysicalPages,190720,1
1,6429,VSM.PageOccupancy,65280,1
1,6429,VSM.FinalizePages,1536,1
1,6429,VSM.DynamicRaster,91904,1
1,6429,VSM.LayoutRemap,0,1
1,6429,VSM.InvalidateStatic,0,0
1,6429,VSM.StaticCasterCull,144384,1
1,6429,VSM.DynamicCasterCull,0,1
1,6429,VSM.PageCull,124928,1
1,6429,VSM.StaticRaster,7680,1
1,6429,VSM.UnityCompatibilityRaster,0,0
1,6429,VSM.Resolve,4901888,1
1,6429,VSM.ResolveTrace,4680704,1
1,6429,VSM.FilterHorizontal,63488,1
1,6429,VSM.FilterVertical,0,0
1,6429,VSM.FilterTemporalVertical,157184,1
1,6429,VSM.ResetFeedback,0,1
2,6430,VSM.MarkReceiverPages,588544,1
2,6430,VSM.Allocate,267776,1
2,6430,VSM.ClearPhysicalPages,180480,1
2,6430,VSM.PageOccupancy,65280,1
2,6430,VSM.FinalizePages,1536,1
2,6430,VSM.DynamicRaster,95232,1
2,6430,VSM.LayoutRemap,0,1
2,6430,VSM.InvalidateStatic,0,0
2,6430,VSM.StaticCasterCull,141312,1
2,6430,VSM.DynamicCasterCull,0,1
2,6430,VSM.PageCull,122368,1
2,6430,VSM.StaticRaster,3328,1
2,6430,VSM.UnityCompatibilityRaster,0,0
2,6430,VSM.Resolve,4790528,1
2,6430,VSM.ResolveTrace,4570368,1
2,6430,VSM.FilterHorizontal,63232,1
2,6430,VSM.FilterVertical,0,0
2,6430,VSM.FilterTemporalVertical,156672,1
2,6430,VSM.ResetFeedback,0,1
3,6431,VSM.MarkReceiverPages,632832,1
3,6431,VSM.Allocate,272896,1
3,6431,VSM.ClearPhysicalPages,516096,1
3,6431,VSM.PageOccupancy,64000,1
3,6431,VSM.FinalizePages,1792,1
3,6431,VSM.DynamicRaster,86784,1
3,6431,VSM.LayoutRemap,0,1
3,6431,VSM.InvalidateStatic,0,0
3,6431,VSM.StaticCasterCull,145920,1
3,6431,VSM.DynamicCasterCull,0,1
3,6431,VSM.PageCull,121856,1
3,6431,VSM.StaticRaster,7168,1
3,6431,VSM.UnityCompatibilityRaster,0,0
3,6431,VSM.Resolve,4840192,1
3,6431,VSM.ResolveTrace,4620544,1
3,6431,VSM.FilterHorizontal,62976,1
3,6431,VSM.FilterVertical,0,0
3,6431,VSM.FilterTemporalVertical,155904,1
3,6431,VSM.ResetFeedback,0,1
4,6432,VSM.MarkReceiverPages,590848,1
4,6432,VSM.Allocate,270080,1
4,6432,VSM.ClearPhysicalPages,481536,1
4,6432,VSM.PageOccupancy,61952,1
4,6432,VSM.FinalizePages,1792,1
4,6432,VSM.DynamicRaster,85248,1
4,6432,VSM.LayoutRemap,0,1
4,6432,VSM.InvalidateStatic,0,0
4,6432,VSM.StaticCasterCull,145920,1
4,6432,VSM.DynamicCasterCull,0,1
4,6432,VSM.PageCull,121600,1
4,6432,VSM.StaticRaster,7168,1
4,6432,VSM.UnityCompatibilityRaster,0,0
4,6432,VSM.Resolve,4822272,1
4,6432,VSM.ResolveTrace,4602624,1
4,6432,VSM.FilterHorizontal,63232,1
4,6432,VSM.FilterVertical,0,0
4,6432,VSM.FilterTemporalVertical,156416,1
4,6432,VSM.ResetFeedback,0,1
5,6433,VSM.MarkReceiverPages,591104,1
5,6433,VSM.Allocate,270336,1
5,6433,VSM.ClearPhysicalPages,180224,1
5,6433,VSM.PageOccupancy,61696,1
5,6433,VSM.FinalizePages,1792,1
5,6433,VSM.DynamicRaster,86784,1
5,6433,VSM.LayoutRemap,0,1
5,6433,VSM.InvalidateStatic,0,0
5,6433,VSM.StaticCasterCull,145408,1
5,6433,VSM.DynamicCasterCull,0,1
5,6433,VSM.PageCull,126976,1
5,6433,VSM.StaticRaster,6912,1
5,6433,VSM.UnityCompatibilityRaster,0,0
5,6433,VSM.Resolve,4789504,1
5,6433,VSM.ResolveTrace,4569600,1
5,6433,VSM.FilterHorizontal,63232,1
5,6433,VSM.FilterVertical,0,0
5,6433,VSM.FilterTemporalVertical,156416,1
5,6433,VSM.ResetFeedback,0,1
6,6434,VSM.MarkReceiverPages,590336,1
6,6434,VSM.Allocate,270336,1
6,6434,VSM.ClearPhysicalPages,180480,1
6,6434,VSM.PageOccupancy,65536,1
6,6434,VSM.FinalizePages,1792,1
6,6434,VSM.DynamicRaster,91136,1
6,6434,VSM.LayoutRemap,0,1
6,6434,VSM.InvalidateStatic,0,0
6,6434,VSM.StaticCasterCull,141312,1
6,6434,VSM.DynamicCasterCull,0,1
6,6434,VSM.PageCull,122624,1
6,6434,VSM.StaticRaster,6656,1
6,6434,VSM.UnityCompatibilityRaster,0,0
