observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,631552,1
0,VSM.Allocate,11289856,1
0,VSM.ClearPhysicalPages,472064,1
0,VSM.PageOccupancy,75264,1
0,VSM.FinalizePages,2048,1
0,VSM.DynamicRaster,13824,1
0,VSM.LayoutRemap,2304,1
0,VSM.InvalidateStatic,2560,1
0,VSM.StaticCasterCull,178176,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,158464,1
0,VSM.StaticRasterClear,0,1
0,VSM.StaticRasterDraw,15499264,1
0,VSM.DynamicRasterClear,13824,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,15499520,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,5852672,1
0,VSM.ResolveTrace,5712640,1
0,VSM.FilterHorizontal,66560,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,72192,1
0,VSM.ResetFeedback,2304,1
1,VSM.MarkReceiverPages,631040,1
1,VSM.Allocate,11291392,1
1,VSM.ClearPhysicalPages,472832,1
1,VSM.PageOccupancy,74496,1
1,VSM.FinalizePages,2816,1
1,VSM.DynamicRaster,12544,1
1,VSM.LayoutRemap,2048,1
1,VSM.InvalidateStatic,2560,1
1,VSM.StaticCasterCull,171520,1
1,VSM.DynamicCasterCull,0,1
1,VSM.PageCull,152064,1
1,VSM.StaticRasterClear,256,1
1,VSM.StaticRasterDraw,15496448,1
1,VSM.DynamicRasterClear,12544,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,15496704,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,7375360,1
1,VSM.ResolveTrace,7234304,1
1,VSM.FilterHorizontal,67840,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,72192,1
1,VSM.ResetFeedback,2304,1
2,VSM.MarkReceiverPages,858112,1
2,VSM.Allocate,11324672,1
2,VSM.ClearPhysicalPages,505600,1
2,VSM.PageOccupancy,76800,1
2,VSM.FinalizePages,2304,1
2,VSM.DynamicRaster,14080,1
2,VSM.LayoutRemap,2048,1
2,VSM.InvalidateStatic,2816,1
2,VSM.StaticCasterCull,177152,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,157696,1
2,VSM.StaticRasterClear,0,1
2,VSM.StaticRasterDraw,15216128,1
2,VSM.DynamicRasterClear,14080,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,15216128,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,6146816,1
2,VSM.ResolveTrace,6008576,1
2,VSM.FilterHorizontal,66048,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,71168,1
2,VSM.ResetFeedback,2048,1
3,VSM.MarkReceiverPages,624384,1
3,VSM.Allocate,11155712,1
3,VSM.ClearPhysicalPages,470272,1
3,VSM.PageOccupancy,74752,1
3,VSM.FinalizePages,2048,1
3,VSM.DynamicRaster,13312,1
3,VSM.LayoutRemap,2304,1
3,VSM.InvalidateStatic,3072,1
3,VSM.StaticCasterCull,171520,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,151808,1
3,VSM.StaticRasterClear,256,1
3,VSM.StaticRasterDraw,15283968,1
3,VSM.DynamicRasterClear,13312,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,15284224,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,7113984,1
3,VSM.ResolveTrace,6972416,1
3,VSM.FilterHorizontal,67584,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,72960,1
3,VSM.ResetFeedback,2304,1
4,VSM.MarkReceiverPages,913664,1
4,VSM.Allocate,11219200,1
4,VSM.ClearPhysicalPages,471296,1
4,VSM.PageOccupancy,97536,1
4,VSM.FinalizePages,2048,1
4,VSM.DynamicRaster,12800,1
4,VSM.LayoutRemap,2304,1
4,VSM.InvalidateStatic,2816,1
4,VSM.StaticCasterCull,181760,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,162304,1
4,VSM.StaticRasterClear,0,1
4,VSM.StaticRasterDraw,15298304,1
4,VSM.DynamicRasterClear,12800,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,15299072,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,6602240,1
4,VSM.ResolveTrace,6461440,1
4,VSM.FilterHorizontal,67584,1
4,VSM.FilterVertical,0,0
4,VSM.FilterTemporalVertical,72192,1
4,VSM.ResetFeedback,2048,1
5,VSM.MarkReceiverPages,1029120,1
5,VSM.Allocate,11257344,1
5,VSM.ClearPhysicalPages,471552,1
5,VSM.PageOccupancy,72960,1
5,VSM.FinalizePages,2304,1
5,VSM.DynamicRaster,13824,1
5,VSM.LayoutRemap,2304,1
5,VSM.InvalidateStatic,2560,1
5,VSM.StaticCasterCull,178176,1
5,VSM.DynamicCasterCull,0,1
5,VSM.PageCull,158208,1
5,VSM.StaticRasterClear,0,1
5,VSM.StaticRasterDraw,15000576,1
5,VSM.DynamicRasterClear,13824,1
5,VSM.DynamicRasterDraw,0,1
5,VSM.StaticRaster,15000576,1
5,VSM.UnityCompatibilityRaster,0,0
5,VSM.Resolve,6420224,1
5,VSM.ResolveTrace,6280704,1
5,VSM.FilterHorizontal,66816,1
5,VSM.FilterVertical,0,0
5,VSM.FilterTemporalVertical,71424,1
5,VSM.ResetFeedback,2304,1
6,VSM.MarkReceiverPages,632064,1
6,VSM.Allocate,11257856,1
6,VSM.ClearPhysicalPages,471808,1
6,VSM.PageOccupancy,77312,1
6,VSM.FinalizePages,2048,1
6,VSM.DynamicRaster,13568,1
6,VSM.LayoutRemap,2304,1
6,VSM.InvalidateStatic,2816,1
6,VSM.StaticCasterCull,176128,1
6,VSM.DynamicCasterCull,0,1
6,VSM.PageCull,156928,1
6,VSM.StaticRasterClear,0,1
6,VSM.StaticRasterDraw,14638848,1
6,VSM.DynamicRasterClear,13568,1
6,VSM.DynamicRasterDraw,0,1
6,VSM.StaticRaster,14639104,1
6,VSM.UnityCompatibilityRaster,0,0
6,VSM.Resolve,6983680,1
6,VSM.ResolveTrace,6843904,1
6,VSM.FilterHorizontal,66560,1
6,VSM.FilterVertical,0,0
6,VSM.FilterTemporalVertical,72192,1
6,VSM.ResetFeedback,2304,1
7,VSM.MarkReceiverPages,626688,1
7,VSM.Allocate,11258624,1
7,VSM.ClearPhysicalPages,471296,1
7,VSM.PageOccupancy,81152,1
7,VSM.FinalizePages,2560,1
7,VSM.DynamicRaster,13056,1
7,VSM.LayoutRemap,2304,1
7,VSM.InvalidateStatic,2816,1
7,VSM.StaticCasterCull,177408,1
7,VSM.DynamicCasterCull,0,1
7,VSM.PageCull,157696,1
7,VSM.StaticRasterClear,0,1
7,VSM.StaticRasterDraw,15445248,1
7,VSM.DynamicRasterClear,12800,1
7,VSM.DynamicRasterDraw,0,1
7,VSM.StaticRaster,15445504,1
7,VSM.UnityCompatibilityRaster,0,0
7,VSM.Resolve,7356928,1
7,VSM.ResolveTrace,7216640,1
7,VSM.FilterHorizontal,67584,1
7,VSM.FilterVertical,0,0
7,VSM.FilterTemporalVertical,71680,1
7,VSM.ResetFeedback,2048,1
8,VSM.MarkReceiverPages,1131520,1
8,VSM.Allocate,11290880,1
8,VSM.ClearPhysicalPages,472576,1
8,VSM.PageOccupancy,76800,1
8,VSM.FinalizePages,2304,1
8,VSM.DynamicRaster,13824,1
8,VSM.LayoutRemap,2304,1
8,VSM.InvalidateStatic,2560,1
8,VSM.StaticCasterCull,173312,1
8,VSM.DynamicCasterCull,0,1
8,VSM.PageCull,152832,1
8,VSM.StaticRasterClear,0,1
8,VSM.StaticRasterDraw,15833344,1
8,VSM.DynamicRasterClear,13824,1
8,VSM.DynamicRasterDraw,0,1
8,VSM.StaticRaster,15833600,1
8,VSM.UnityCompatibilityRaster,0,0
8,VSM.Resolve,5725440,1
8,VSM.ResolveTrace,5586944,1
8,VSM.FilterHorizontal,64512,1
8,VSM.FilterVertical,0,0
8,VSM.FilterTemporalVertical,72960,1
8,VSM.ResetFeedback,8192,1
9,VSM.MarkReceiverPages,626432,1
9,VSM.Allocate,11289088,1
9,VSM.ClearPhysicalPages,471808,1
9,VSM.PageOccupancy,80128,1
9,VSM.FinalizePages,2304,1
9,VSM.DynamicRaster,13056,1
9,VSM.LayoutRemap,2304,1
9,VSM.InvalidateStatic,2816,1
9,VSM.StaticCasterCull,180224,1
9,VSM.DynamicCasterCull,0,1
9,VSM.PageCull,160512,1
9,VSM.StaticRasterClear,256,1
9,VSM.StaticRasterDraw,14870272,1
9,VSM.DynamicRasterClear,13056,1
9,VSM.DynamicRasterDraw,0,1
9,VSM.StaticRaster,14870528,1
9,VSM.UnityCompatibilityRaster,0,0
9,VSM.Resolve,7175936,1
9,VSM.ResolveTrace,7034112,1
9,VSM.FilterHorizontal,67840,1
9,VSM.FilterVertical,0,0
9,VSM.FilterTemporalVertical,72704,1
9,VSM.ResetFeedback,2048,1
10,VSM.MarkReceiverPages,1034752,1
10,VSM.Allocate,11287296,1
10,VSM.ClearPhysicalPages,472576,1
10,VSM.PageOccupancy,77056,1
10,VSM.FinalizePages,2048,1
10,VSM.DynamicRaster,13568,1
10,VSM.LayoutRemap,2304,1
10,VSM.InvalidateStatic,2816,1
10,VSM.StaticCasterCull,179968,1
10,VSM.DynamicCasterCull,0,1
10,VSM.PageCull,160256,1
10,VSM.StaticRasterClear,0,1
10,VSM.StaticRasterDraw,14917376,1
10,VSM.DynamicRasterClear,13568,1
10,VSM.DynamicRasterDraw,0,1
10,VSM.StaticRaster,14917632,1
10,VSM.UnityCompatibilityRaster,0,0
10,VSM.Resolve,7351808,1
10,VSM.ResolveTrace,7031040,1
10,VSM.FilterHorizontal,67072,1
10,VSM.FilterVertical,0,0
10,VSM.FilterTemporalVertical,252672,1
10,VSM.ResetFeedback,2304,1
11,VSM.MarkReceiverPages,630528,1
11,VSM.Allocate,11222016,1
11,VSM.ClearPhysicalPages,471552,1
11,VSM.PageOccupancy,121856,1
11,VSM.FinalizePages,2560,1
11,VSM.DynamicRaster,13056,1
11,VSM.LayoutRemap,14080,1
11,VSM.InvalidateStatic,3072,1
11,VSM.StaticCasterCull,182784,1
11,VSM.DynamicCasterCull,0,1
11,VSM.PageCull,163072,1
11,VSM.StaticRasterClear,0,1
11,VSM.StaticRasterDraw,14873856,1
11,VSM.DynamicRasterClear,13056,1
11,VSM.DynamicRasterDraw,0,1
11,VSM.StaticRaster,14873856,1
11,VSM.UnityCompatibilityRaster,0,0
11,VSM.Resolve,6323712,1
11,VSM.ResolveTrace,6187264,1
11,VSM.FilterHorizontal,65024,1
11,VSM.FilterVertical,0,0
11,VSM.FilterTemporalVertical,70400,1
11,VSM.ResetFeedback,7936,1
12,VSM.MarkReceiverPages,1025024,1
12,VSM.Allocate,11290880,1
12,VSM.ClearPhysicalPages,472576,1
12,VSM.PageOccupancy,71168,1
12,VSM.FinalizePages,3072,1
12,VSM.DynamicRaster,13824,1
12,VSM.LayoutRemap,2560,1
12,VSM.InvalidateStatic,2560,1
12,VSM.StaticCasterCull,174848,1
12,VSM.DynamicCasterCull,0,1
12,VSM.PageCull,155392,1
12,VSM.StaticRasterClear,0,1
12,VSM.StaticRasterDraw,15447296,1
12,VSM.DynamicRasterClear,13824,1
12,VSM.DynamicRasterDraw,0,1
12,VSM.StaticRaster,15447552,1
12,VSM.UnityCompatibilityRaster,0,0
12,VSM.Resolve,7054336,1
12,VSM.ResolveTrace,6913280,1
12,VSM.FilterHorizontal,67328,1
12,VSM.FilterVertical,0,0
12,VSM.FilterTemporalVertical,72448,1
12,VSM.ResetFeedback,2304,1
13,VSM.MarkReceiverPages,817408,1
13,VSM.Allocate,11222528,1
13,VSM.ClearPhysicalPages,471552,1
13,VSM.PageOccupancy,81408,1
13,VSM.FinalizePages,1792,1
13,VSM.DynamicRaster,13568,1
13,VSM.LayoutRemap,2560,1
13,VSM.InvalidateStatic,2816,1
13,VSM.StaticCasterCull,178432,1
13,VSM.DynamicCasterCull,0,1
13,VSM.PageCull,158208,1
13,VSM.StaticRasterClear,0,1
13,VSM.StaticRasterDraw,15259136,1
13,VSM.DynamicRasterClear,13568,1
13,VSM.DynamicRasterDraw,0,1
13,VSM.StaticRaster,15259136,1
13,VSM.UnityCompatibilityRaster,0,0
13,VSM.Resolve,5717504,1
13,VSM.ResolveTrace,5406976,1
13,VSM.FilterHorizontal,64512,1
13,VSM.FilterVertical,0,0
13,VSM.FilterTemporalVertical,244736,1
13,VSM.ResetFeedback,2048,1
14,VSM.MarkReceiverPages,628480,1
14,VSM.Allocate,11258624,1
14,VSM.ClearPhysicalPages,472064,1
14,VSM.PageOccupancy,73984,1
14,VSM.FinalizePages,2816,1
14,VSM.DynamicRaster,10752,1
14,VSM.LayoutRemap,2304,1
14,VSM.InvalidateStatic,2816,1
14,VSM.StaticCasterCull,178432,1
14,VSM.DynamicCasterCull,0,1
14,VSM.PageCull,159488,1
14,VSM.StaticRasterClear,0,1
14,VSM.StaticRasterDraw,15138816,1
14,VSM.DynamicRasterClear,10752,1
14,VSM.DynamicRasterDraw,0,1
14,VSM.StaticRaster,15139072,1
14,VSM.UnityCompatibilityRaster,0,0
14,VSM.Resolve,7435520,1
14,VSM.ResolveTrace,7293952,1
14,VSM.FilterHorizontal,67328,1
14,VSM.FilterVertical,0,0
14,VSM.FilterTemporalVertical,73216,1
14,VSM.ResetFeedback,2560,1
15,VSM.MarkReceiverPages,1218816,1
15,VSM.Allocate,11289088,1
15,VSM.ClearPhysicalPages,471808,1
15,VSM.PageOccupancy,74496,1
15,VSM.FinalizePages,2048,1
15,VSM.DynamicRaster,12032,1
15,VSM.LayoutRemap,2304,1
15,VSM.InvalidateStatic,2816,1
15,VSM.StaticCasterCull,177152,1
15,VSM.DynamicCasterCull,0,1
15,VSM.PageCull,157184,1
