observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,629248,1
0,VSM.Allocate,11292928,1
0,VSM.ClearPhysicalPages,473600,1
0,VSM.PageOccupancy,77056,1
0,VSM.FinalizePages,2048,1
0,VSM.DynamicRaster,14592,1
0,VSM.LayoutRemap,2560,1
0,VSM.InvalidateStatic,2816,1
0,VSM.StaticCasterCull,184576,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,164864,1
0,VSM.StaticRasterClear,0,1
0,VSM.StaticRasterDraw,15219712,1
0,VSM.DynamicRasterClear,14592,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,15219712,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,5845504,1
0,VSM.ResolveTrace,5706496,1
0,VSM.FilterHorizontal,65536,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,72704,1
0,VSM.ResetFeedback,2304,1
1,VSM.MarkReceiverPages,1005824,1
1,VSM.Allocate,11320064,1
1,VSM.ClearPhysicalPages,472064,1
1,VSM.PageOccupancy,67072,1
1,VSM.FinalizePages,2816,1
1,VSM.DynamicRaster,11776,1
1,VSM.LayoutRemap,2304,1
1,VSM.InvalidateStatic,2816,1
1,VSM.StaticCasterCull,185856,1
1,VSM.DynamicCasterCull,0,1
1,VSM.PageCull,165888,1
1,VSM.StaticRasterClear,256,1
1,VSM.StaticRasterDraw,14508288,1
1,VSM.DynamicRasterClear,11776,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,14508544,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,6092032,1
1,VSM.ResolveTrace,5951488,1
1,VSM.FilterHorizontal,68096,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,71168,1
1,VSM.ResetFeedback,2560,1
2,VSM.MarkReceiverPages,626688,1
2,VSM.Allocate,11325184,1
2,VSM.ClearPhysicalPages,472832,1
2,VSM.PageOccupancy,74752,1
2,VSM.FinalizePages,2048,1
2,VSM.DynamicRaster,12544,1
2,VSM.LayoutRemap,2304,1
2,VSM.InvalidateStatic,2816,1
2,VSM.StaticCasterCull,174336,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,154624,1
2,VSM.StaticRasterClear,256,1
2,VSM.StaticRasterDraw,14552320,1
2,VSM.DynamicRasterClear,12544,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,14552576,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,6494720,1
2,VSM.ResolveTrace,6353920,1
2,VSM.FilterHorizontal,67584,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,72192,1
2,VSM.ResetFeedback,2048,1
3,VSM.MarkReceiverPages,1000192,1
3,VSM.Allocate,11189504,1
3,VSM.ClearPhysicalPages,469504,1
3,VSM.PageOccupancy,114432,1
3,VSM.FinalizePages,2304,1
3,VSM.DynamicRaster,13056,1
3,VSM.LayoutRemap,2304,1
3,VSM.InvalidateStatic,2816,1
3,VSM.StaticCasterCull,183040,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,163328,1
3,VSM.StaticRasterClear,0,1
3,VSM.StaticRasterDraw,15012352,1
3,VSM.DynamicRasterClear,13056,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,15012352,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,5427456,1
3,VSM.ResolveTrace,5288704,1
3,VSM.FilterHorizontal,65280,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,72192,1
3,VSM.ResetFeedback,2304,1
4,VSM.MarkReceiverPages,946688,1
4,VSM.Allocate,11256576,1
4,VSM.ClearPhysicalPages,471552,1
4,VSM.PageOccupancy,71168,1
4,VSM.FinalizePages,2048,1
4,VSM.DynamicRaster,13312,1
4,VSM.LayoutRemap,2304,1
4,VSM.InvalidateStatic,3072,1
4,VSM.StaticCasterCull,183296,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,163584,1
4,VSM.StaticRasterClear,0,1
4,VSM.StaticRasterDraw,14399488,1
4,VSM.DynamicRasterClear,13312,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,14399744,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,5772288,1
4,VSM.ResolveTrace,5631488,1
4,VSM.FilterHorizontal,67328,1
4,VSM.FilterVertical,0,0
