observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,538112,1
0,VSM.Allocate,286208,1
0,VSM.ClearPhysicalPages,743424,1
0,VSM.PageOccupancy,89600,1
0,VSM.FinalizePages,2048,1
0,VSM.DynamicRaster,94720,1
0,VSM.LayoutRemap,0,1
0,VSM.InvalidateStatic,0,0
0,VSM.StaticCasterCull,145920,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,125440,1
0,VSM.StaticRasterClear,256,1
0,VSM.StaticRasterDraw,12032,1
0,VSM.DynamicRasterClear,94720,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,12288,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,4991488,1
0,VSM.ResolveTrace,4763648,1
0,VSM.FilterHorizontal,67328,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,159232,1
0,VSM.ResetFeedback,0,1
1,VSM.MarkReceiverPages,535296,1
1,VSM.Allocate,283904,1
1,VSM.ClearPhysicalPages,595456,1
1,VSM.PageOccupancy,60928,1
1,VSM.FinalizePages,1792,1
1,VSM.DynamicRaster,91648,1
1,VSM.LayoutRemap,0,1
1,VSM.InvalidateStatic,0,0
1,VSM.StaticCasterCull,151808,1
1,VSM.DynamicCasterCull,0,1
1,VSM.PageCull,127488,1
1,VSM.StaticRasterClear,0,1
1,VSM.StaticRasterDraw,3328,1
1,VSM.DynamicRasterClear,91648,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,3584,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,5004032,1
1,VSM.ResolveTrace,4781312,1
1,VSM.FilterHorizontal,64000,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,157440,1
1,VSM.ResetFeedback,256,1
2,VSM.MarkReceiverPages,536320,1
2,VSM.Allocate,283392,1
2,VSM.ClearPhysicalPages,179456,1
2,VSM.PageOccupancy,60672,1
2,VSM.FinalizePages,1792,1
2,VSM.DynamicRaster,87296,1
2,VSM.LayoutRemap,0,1
2,VSM.InvalidateStatic,0,0
2,VSM.StaticCasterCull,144128,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,125184,1
2,VSM.StaticRasterClear,0,1
2,VSM.StaticRasterDraw,3840,1
2,VSM.DynamicRasterClear,87296,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,4096,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,5457920,1
2,VSM.ResolveTrace,5234176,1
2,VSM.FilterHorizontal,65280,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,157184,1
2,VSM.ResetFeedback,0,1
3,VSM.MarkReceiverPages,535296,1
3,VSM.Allocate,288768,1
3,VSM.ClearPhysicalPages,954624,1
3,VSM.PageOccupancy,63744,1
3,VSM.FinalizePages,2304,1
3,VSM.DynamicRaster,93184,1
3,VSM.LayoutRemap,256,1
3,VSM.InvalidateStatic,0,0
3,VSM.StaticCasterCull,145152,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,124160,1
3,VSM.StaticRasterClear,0,1
3,VSM.StaticRasterDraw,3584,1
3,VSM.DynamicRasterClear,93184,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,3840,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,4656128,1
3,VSM.ResolveTrace,4429824,1
3,VSM.FilterHorizontal,67584,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,157696,1
3,VSM.ResetFeedback,0,1
4,VSM.MarkReceiverPages,537344,1
4,VSM.Allocate,286976,1
4,VSM.ClearPhysicalPages,314112,1
4,VSM.PageOccupancy,60672,1
4,VSM.FinalizePages,1792,1
4,VSM.DynamicRaster,91904,1
4,VSM.LayoutRemap,0,1
4,VSM.InvalidateStatic,0,0
4,VSM.StaticCasterCull,144640,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,125440,1
4,VSM.StaticRasterClear,0,1
4,VSM.StaticRasterDraw,7936,1
4,VSM.DynamicRasterClear,91904,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,7936,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,5637376,1
4,VSM.ResolveTrace,5411840,1
4,VSM.FilterHorizontal,66560,1
4,VSM.FilterVertical,0,0
4,VSM.FilterTemporalVertical,157696,1
4,VSM.ResetFeedback,0,1
5,VSM.MarkReceiverPages,537600,1
5,VSM.Allocate,288512,1
5,VSM.ClearPhysicalPages,309248,1
5,VSM.PageOccupancy,61184,1
5,VSM.FinalizePages,1536,1
5,VSM.DynamicRaster,85504,1
5,VSM.LayoutRemap,0,1
5,VSM.InvalidateStatic,0,0
5,VSM.StaticCasterCull,148224,1
5,VSM.DynamicCasterCull,0,1
5,VSM.PageCull,125952,1
5,VSM.StaticRasterClear,256,1
5,VSM.StaticRasterDraw,7936,1
5,VSM.DynamicRasterClear,85504,1
5,VSM.DynamicRasterDraw,0,1
5,VSM.StaticRaster,8192,1
5,VSM.UnityCompatibilityRaster,0,0
5,VSM.Resolve,4989440,1
5,VSM.ResolveTrace,4766720,1
5,VSM.FilterHorizontal,64512,1
5,VSM.FilterVertical,0,0
5,VSM.FilterTemporalVertical,156672,1
5,VSM.ResetFeedback,0,1
6,VSM.MarkReceiverPages,537856,1
6,VSM.Allocate,284160,1
6,VSM.ClearPhysicalPages,1051648,1
6,VSM.PageOccupancy,63488,1
6,VSM.FinalizePages,2304,1
6,VSM.DynamicRaster,89344,1
6,VSM.LayoutRemap,0,1
6,VSM.InvalidateStatic,0,0
6,VSM.StaticCasterCull,145920,1
6,VSM.DynamicCasterCull,0,1
6,VSM.PageCull,125952,1
6,VSM.StaticRasterClear,0,1
6,VSM.StaticRasterDraw,3584,1
6,VSM.DynamicRasterClear,89344,1
6,VSM.DynamicRasterDraw,0,1
6,VSM.StaticRaster,3584,1
6,VSM.UnityCompatibilityRaster,0,0
6,VSM.Resolve,4803072,1
6,VSM.ResolveTrace,4579072,1
6,VSM.FilterHorizontal,65792,1
6,VSM.FilterVertical,0,0
6,VSM.FilterTemporalVertical,157184,1
6,VSM.ResetFeedback,0,1
7,VSM.MarkReceiverPages,537088,1
7,VSM.Allocate,287232,1
7,VSM.ClearPhysicalPages,481280,1
7,VSM.PageOccupancy,63232,1
7,VSM.FinalizePages,2048,1
7,VSM.DynamicRaster,93952,1
7,VSM.LayoutRemap,0,1
7,VSM.InvalidateStatic,0,0
7,VSM.StaticCasterCull,146432,1
7,VSM.DynamicCasterCull,0,1
7,VSM.PageCull,123648,1
7,VSM.StaticRasterClear,0,1
7,VSM.StaticRasterDraw,3584,1
7,VSM.DynamicRasterClear,93952,1
7,VSM.DynamicRasterDraw,0,1
7,VSM.StaticRaster,3840,1
7,VSM.UnityCompatibilityRaster,0,0
7,VSM.Resolve,5033984,1
7,VSM.ResolveTrace,4408064,1
7,VSM.FilterHorizontal,67840,1
7,VSM.FilterVertical,0,0
7,VSM.FilterTemporalVertical,158976,1
7,VSM.ResetFeedback,0,1
8,VSM.MarkReceiverPages,537856,1
8,VSM.Allocate,284672,1
8,VSM.ClearPhysicalPages,418816,1
8,VSM.PageOccupancy,70144,1
8,VSM.FinalizePages,1792,1
8,VSM.DynamicRaster,97792,1
8,VSM.LayoutRemap,0,1
8,VSM.InvalidateStatic,0,0
8,VSM.StaticCasterCull,140288,1
8,VSM.DynamicCasterCull,0,1
8,VSM.PageCull,120576,1
8,VSM.StaticRasterClear,0,1
8,VSM.StaticRasterDraw,3840,1
8,VSM.DynamicRasterClear,97792,1
8,VSM.DynamicRasterDraw,0,1
8,VSM.StaticRaster,3840,1
8,VSM.UnityCompatibilityRaster,0,0
8,VSM.Resolve,5037312,1
8,VSM.ResolveTrace,4808192,1
8,VSM.FilterHorizontal,67840,1
8,VSM.FilterVertical,0,0
8,VSM.FilterTemporalVertical,160256,1
8,VSM.ResetFeedback,0,1
9,VSM.MarkReceiverPages,536832,1
9,VSM.Allocate,288256,1
9,VSM.ClearPhysicalPages,314112,1
9,VSM.PageOccupancy,63488,1
9,VSM.FinalizePages,1792,1
9,VSM.DynamicRaster,83968,1
9,VSM.LayoutRemap,0,1
9,VSM.InvalidateStatic,0,0
9,VSM.StaticCasterCull,151296,1
9,VSM.DynamicCasterCull,0,1
9,VSM.PageCull,126976,1
9,VSM.StaticRasterClear,0,1
9,VSM.StaticRasterDraw,4608,1
9,VSM.DynamicRasterClear,83968,1
9,VSM.DynamicRasterDraw,0,1
9,VSM.StaticRaster,4608,1
9,VSM.UnityCompatibilityRaster,0,0
9,VSM.Resolve,5304832,1
9,VSM.ResolveTrace,5080320,1
9,VSM.FilterHorizontal,65024,1
9,VSM.FilterVertical,0,0
9,VSM.FilterTemporalVertical,158720,1
9,VSM.ResetFeedback,0,1
10,VSM.MarkReceiverPages,730880,1
10,VSM.Allocate,287744,1
10,VSM.ClearPhysicalPages,180480,1
10,VSM.PageOccupancy,64000,1
10,VSM.FinalizePages,1536,1
10,VSM.DynamicRaster,88576,1
10,VSM.LayoutRemap,0,1
10,VSM.InvalidateStatic,0,0
10,VSM.StaticCasterCull,141824,1
10,VSM.DynamicCasterCull,0,1
10,VSM.PageCull,123392,1
10,VSM.StaticRasterClear,0,1
10,VSM.StaticRasterDraw,8448,1
10,VSM.DynamicRasterClear,88576,1
10,VSM.DynamicRasterDraw,0,1
10,VSM.StaticRaster,8448,1
10,VSM.UnityCompatibilityRaster,0,0
10,VSM.Resolve,4642048,1
10,VSM.ResolveTrace,4416256,1
10,VSM.FilterHorizontal,66816,1
10,VSM.FilterVertical,0,0
10,VSM.FilterTemporalVertical,158208,1
10,VSM.ResetFeedback,0,1
11,VSM.MarkReceiverPages,536832,1
11,VSM.Allocate,288512,1
11,VSM.ClearPhysicalPages,674560,1
11,VSM.PageOccupancy,61184,1
11,VSM.FinalizePages,2816,1
11,VSM.DynamicRaster,86272,1
11,VSM.LayoutRemap,0,1
11,VSM.InvalidateStatic,0,0
11,VSM.StaticCasterCull,145664,1
11,VSM.DynamicCasterCull,0,1
11,VSM.PageCull,120576,1
11,VSM.StaticRasterClear,0,1
11,VSM.StaticRasterDraw,7936,1
11,VSM.DynamicRasterClear,86272,1
11,VSM.DynamicRasterDraw,0,1
11,VSM.StaticRaster,7936,1
11,VSM.UnityCompatibilityRaster,0,0
