observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,6274,VSM.MarkReceiverPages,627200,1
0,6274,VSM.Allocate,226048,1
0,6274,VSM.ClearPhysicalPages,90624,1
0,6274,VSM.PageOccupancy,59904,1
0,6274,VSM.FinalizePages,1536,1
0,6274,VSM.DynamicRaster,13568,1
0,6274,VSM.LayoutRemap,0,1
0,6274,VSM.InvalidateStatic,0,0
0,6274,VSM.StaticCasterCull,67072,1
0,6274,VSM.DynamicCasterCull,0,1
0,6274,VSM.PageCull,48640,1
0,6274,VSM.StaticRaster,4864,1
0,6274,VSM.UnityCompatibilityRaster,0,0
0,6274,VSM.Resolve,6049536,1
0,6274,VSM.ResolveTrace,5659392,1
0,6274,VSM.FilterHorizontal,63744,1
0,6274,VSM.FilterVertical,0,0
0,6274,VSM.FilterTemporalVertical,325888,1
0,6274,VSM.ResetFeedback,0,1
1,6275,VSM.MarkReceiverPages,628480,1
1,6275,VSM.Allocate,226816,1
1,6275,VSM.ClearPhysicalPages,90624,1
1,6275,VSM.PageOccupancy,60672,1
1,6275,VSM.FinalizePages,1536,1
1,6275,VSM.DynamicRaster,11264,1
1,6275,VSM.LayoutRemap,256,1
1,6275,VSM.InvalidateStatic,0,0
1,6275,VSM.StaticCasterCull,66560,1
1,6275,VSM.DynamicCasterCull,0,1
1,6275,VSM.PageCull,48384,1
1,6275,VSM.StaticRaster,7424,1
1,6275,VSM.UnityCompatibilityRaster,0,0
1,6275,VSM.Resolve,6297600,1
1,6275,VSM.ResolveTrace,6074368,1
1,6275,VSM.FilterHorizontal,64768,1
1,6275,VSM.FilterVertical,0,0
1,6275,VSM.FilterTemporalVertical,157440,1
1,6275,VSM.ResetFeedback,0,1
2,6276,VSM.MarkReceiverPages,627712,1
2,6276,VSM.Allocate,224768,1
2,6276,VSM.ClearPhysicalPages,89856,1
2,6276,VSM.PageOccupancy,58368,1
2,6276,VSM.FinalizePages,2048,1
2,6276,VSM.DynamicRaster,14592,1
2,6276,VSM.LayoutRemap,0,1
2,6276,VSM.InvalidateStatic,0,0
2,6276,VSM.StaticCasterCull,70400,1
2,6276,VSM.DynamicCasterCull,0,1
2,6276,VSM.PageCull,51456,1
2,6276,VSM.StaticRaster,7168,1
2,6276,VSM.UnityCompatibilityRaster,0,0
2,6276,VSM.Resolve,5884672,1
2,6276,VSM.ResolveTrace,5665280,1
2,6276,VSM.FilterHorizontal,63232,1
2,6276,VSM.FilterVertical,0,0
