revision,case_index,case_name,status,metric,observations,valid_samples,median,p95,min,max
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,gc_allocated_in_editor_frame_bytes,404,404,18307,33022,15843,79359
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.LayoutRemap_gpu_ms,404,404,0,0,0,0.000256
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,404,404,0.991232,1.376512,0.9620479999999999,2.02112
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.Allocate_gpu_ms,404,404,0.534272,0.54399999999999993,0.52608,0.645632
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,404,0,,,,
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,404,404,0.13055999999999998,0.32255999999999996,0.129024,0.55398399999999992
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,404,404,0.19712,0.39808,0.189184,0.757504
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,404,404,0,0.000256,0,0.000256
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.PageCull_gpu_ms,404,404,0.175616,0.183296,0.120832,0.546304
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.StaticRaster_gpu_ms,404,404,0.007424,0.011776,0.003328,0.294656
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.DynamicRaster_gpu_ms,404,404,0.087551999999999991,0.09344,0.082176,0.306432
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,404,0,,,,
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.FinalizePages_gpu_ms,404,404,0.003328,0.004352,0.002304,0.004608
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.ResetFeedback_gpu_ms,404,404,0,0,0,0.000512
mark-wave-cull64-repeat_20260912_022245_614,0,length50_b,completed_with_warnings,VSM.Resolve_gpu_ms,404,404,2.958464,3.419648,2.5623039999999997,4.522752
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,frame_interval_ms,403,403,9.87709779292345,10.456901974976063,9.4786994159221649,12.150701135396957
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,cpu_frame_ms,403,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,gpu_frame_ms,403,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,cpu_render_thread_ms,403,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,gc_allocated_in_editor_frame_bytes,403,403,18307,18654,15843,113603
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.LayoutRemap_gpu_ms,403,403,0,0,0,0.000256
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,403,403,0.963584,1.189888,0.879616,1.4796799999999999
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.Allocate_gpu_ms,403,403,0.52889599999999992,0.53478399999999993,0.519424,0.7488
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,403,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,403,403,0.13183999999999998,0.132352,0.119808,0.54399999999999993
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,403,403,0.205056,0.22092799999999999,0.193024,0.594432
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,403,403,0,0.000256,0,0.002048
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.PageCull_gpu_ms,403,403,0.185088,0.19097599999999998,0.158464,0.39577599999999996
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.StaticRaster_gpu_ms,403,403,0.0076799999999999993,0.010239999999999999,0.003328,0.20864
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.DynamicRaster_gpu_ms,403,403,0.088832,0.09267199999999999,0.063744,0.36991999999999997
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,403,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.FinalizePages_gpu_ms,403,403,0.004352,0.005376,0.003072,0.214528
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.ResetFeedback_gpu_ms,403,403,0,0,0,0.000256
mark-wave-cull64_20260912_021549_802,0,length10_a,completed_with_warnings,VSM.Resolve_gpu_ms,403,403,2.536192,2.803968,2.299648,3.494656
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,frame_interval_ms,388,388,9.9787521176040173,11.695096269249916,8.0255027860403061,12.738803401589394
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,cpu_frame_ms,388,388,10.05595,11.8129,8.1238,12.536
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,gpu_frame_ms,388,388,9.9450879999999984,11.661568,9.5424,12.6464
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,cpu_render_thread_ms,388,388,1.9322499999999998,2.2836,1.7244,2.9719
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,gc_allocated_in_editor_frame_bytes,388,388,18307,18711,15843,113620
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.LayoutRemap_gpu_ms,388,388,0,0,0,0.000256
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,388,388,0.96396799999999994,1.332992,0.9369599999999999,1.8306559999999998
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.Allocate_gpu_ms,388,388,0.53145599999999993,0.54579199999999994,0.523776,0.6656
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,388,0,,,,
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,388,388,0.132096,0.134912,0.131328,0.79743999999999993
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,388,388,0.205312,0.406016,0.19123199999999999,0.732672
mark-wave-cull64_20260912_021549_802,0,length10_b,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,388,388,0,0.000256,0,0.0051199999999999996
