observation_frame,unscaled_time,frame_timing_timestamp,segment,"frame_interval_ms","cpu_frame_ms","gpu_frame_ms","cpu_render_thread_ms","gc_allocated_in_editor_frame_bytes","VSM.LayoutRemap_gpu_ms","VSM.Allocate_gpu_ms","VSM.InvalidateStatic_gpu_ms","VSM.ClearPhysicalPages_gpu_ms","VSM.StaticCasterCull_gpu_ms","VSM.DynamicCasterCull_gpu_ms","VSM.PageCull_gpu_ms","VSM.StaticRaster_gpu_ms","VSM.DynamicRaster_gpu_ms","VSM.UnityCompatibilityRaster_gpu_ms","VSM.FinalizePages_gpu_ms","VSM.ResetFeedback_gpu_ms","VSM.ResolveAndFeedback_gpu_ms",observed_camera_frame,observed_camera_serial,window_repaint_count,seconds_since_window_repaint
5507,51.950697895408162,1350103270788,1,5.9690973721444607,4.9143,6.195456,2.3725,14539,0.001024,0.43724799999999997,,0.068096,0.44851199999999997,0.000256,0.225024,0.0097279999999999988,0.037632,,0.004608,,1.801216,5507,780,0,
5508,51.957558397108841,1350103319931,1,6.8605015985667706,6.5122,5.950976,1.9487,14539,0.001024,0.36531199999999997,,0.068608,0.24243199999999998,0,0.224512,0.009984,0.037888,,0.0038399999999999997,,1.754112,5508,781,0,
5509,51.964430201247161,1350103385053,1,6.871804129332304,5.6064,6.836224,2.1219,14539,0.001024,0.36735999999999996,,0.075007999999999991,0.24831999999999999,0,0.229376,0.0076799999999999993,0.038144,,0.002304,,1.926912,5509,782,0,
5510,51.969890398242626,1350103441117,1,5.4601971060037613,6.2169,6.651904,2.0066,14741,0.001024,0.367104,,0.068096,0.76825599999999994,0.000256,0.74905599999999994,0.0076799999999999993,0.038144,,0.0025599999999999998,,1.781504,5510,783,0,
5511,51.976283595521537,1350103503286,1,6.39319745823741,6.6517,5.427968,2.0438,14539,0.001024,0.36479999999999996,,0.068096,0.24575999999999998,0,0.227072,0.007936,0.040959999999999996,,0.002048,,1.405184,5511,784,0,
5512,51.982762096088436,1350103569803,1,6.4785005524754524,6.5384,6.382848,2.2517,14539,0.001024,0.36607999999999996,,0.068096,0.24575999999999998,0,0.22758399999999998,0.007424,0.041728,,0.002304,,1.407232,5512,785,0,
5513,51.988691999716551,1350103635187,1,5.9299035929143429,6.167,6.45376,2.2889,14539,0.001024,0.368384,,0.069887999999999992,0.24703999999999998,0.000256,0.22860799999999998,0.0076799999999999993,0.040959999999999996,,0.004608,,1.878528,5513,786,0,
5514,51.995017701247164,1350103696857,1,6.325701717287302,8.3481,5.489408,1.9803,14539,0.001024,0.365568,,0.068352,0.24140799999999998,0,0.22323199999999999,0.0076799999999999993,0.0384,,0.005376,,1.4059519999999999,5514,787,0,
5515,52.001299199263038,1350103780338,1,6.28149788826704,3.8134,6.301696,2.0129,14539,0.001024,0.36863999999999997,,0.068352,0.68377599999999994,0.000256,0.66611199999999993,0.008192,0.037632,,0.004096,,1.6299519999999998,5515,788,0,
5516,52.00772089710884,1350103818472,1,6.4216977916657925,5.9258,6.07744,2.0801,20323,0.001024,0.36531199999999997,,0.068096,0.242176,0,0.22399999999999998,0.0076799999999999993,0.03712,,0.0038399999999999997,,2.118144,5516,789,0,
5517,52.01378660005669,1350103877730,1,6.065702997148037,6.9072,6.383616,2.1478,14539,0.001024,0.366592,,0.068096,0.24678399999999998,0,0.228096,0.007424,0.039168,,0.004608,,2.1463039999999998,5517,790,0,
