revision,case_index,case_name,status,metric,observations,valid_samples,median,p95,min,max
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,208,208,0.13516799999999998,0.386048,0.122112,1.114112
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,208,208,0.380672,0.8448,0.36096,1.130752
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,208,208,0,0.000256,0,0.000256
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.PageCull_gpu_ms,208,208,0.359168,0.68736,0.285184,0.976896
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.StaticRaster_gpu_ms,208,208,0.007424,0.012799999999999999,0.003072,0.838912
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.DynamicRaster_gpu_ms,208,208,0.087551999999999991,0.09472,0.080127999999999991,0.546048
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,208,0,,,,
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.FinalizePages_gpu_ms,208,208,0.004352,0.005632,0.003072,0.013824
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.ResetFeedback_gpu_ms,208,208,0,0,0,0.000256
after_20260911_141204_818,0,length50_a,completed_with_warnings,VSM.Resolve_gpu_ms,208,208,4.970496,5.5127039999999994,4.229376,6.0234239999999994
after_20260911_141204_818,0,length50_b,completed_with_warnings,frame_interval_ms,200,200,19.206899218261242,20.363003015518188,6.3515021465718746,119.93629485368729
after_20260911_141204_818,0,length50_b,completed_with_warnings,cpu_frame_ms,200,200,19.26955,20.9538,3.9641,121.1937
after_20260911_141204_818,0,length50_b,completed_with_warnings,gpu_frame_ms,200,200,18.984576,20.178432,0.007424,20.780288
after_20260911_141204_818,0,length50_b,completed_with_warnings,cpu_render_thread_ms,200,200,2.42575,2.9861,0.0813,4.8415
after_20260911_141204_818,0,length50_b,completed_with_warnings,gc_allocated_in_editor_frame_bytes,200,200,14621,186943,14419,349140
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.LayoutRemap_gpu_ms,200,200,0,0,0,0.000256
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,200,200,4.845952,5.2526079999999995,3.870208,5.8047999999999993
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.Allocate_gpu_ms,200,200,0.559232,0.57087999999999994,0.53632,0.729088
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,200,0,,,,
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,200,200,0.13516799999999998,0.46694399999999997,0.12032,0.859904
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,200,200,0.379776,0.947456,0.360448,1.241088
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,200,200,0,0.000256,0,0.000256
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.PageCull_gpu_ms,200,200,0.35763199999999995,0.729856,0.32051199999999996,1.22112
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.StaticRaster_gpu_ms,200,200,0.007424,0.014848,0.003072,0.28672
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.DynamicRaster_gpu_ms,200,200,0.087808,0.09344,0.062464,0.43084799999999995
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,200,0,,,,
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.FinalizePages_gpu_ms,200,200,0.004352,0.005888,0.002048,0.152576
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.ResetFeedback_gpu_ms,200,200,0,0,0,0.000256
after_20260911_141204_818,0,length50_b,completed_with_warnings,VSM.Resolve_gpu_ms,200,200,5.0223359999999992,5.4817279999999995,4.206592,6.044928
before_20260911_140804_527,0,length10_a,completed_with_warnings,frame_interval_ms,430,430,9.0319020673632622,10.924900881946087,6.2166028656065464,38.675792515277863
before_20260911_140804_527,0,length10_a,completed_with_warnings,cpu_frame_ms,430,430,9.0628,11.7579,4.8022,40.2982
before_20260911_140804_527,0,length10_a,completed_with_warnings,gpu_frame_ms,430,429,8.890624,9.672704,0.0064,10.092288
before_20260911_140804_527,0,length10_a,completed_with_warnings,cpu_render_thread_ms,430,430,2.36395,3.3164,0.1096,8.3281
before_20260911_140804_527,0,length10_a,completed_with_warnings,gc_allocated_in_editor_frame_bytes,430,430,14419,135011,14419,946538
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.LayoutRemap_gpu_ms,430,430,0,0,0,0.000256
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,430,430,3.9416320000000002,4.2462719999999994,3.53024,4.5972479999999996
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.Allocate_gpu_ms,430,430,0.526848,0.647936,0.5184,0.667136
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,430,0,,,,
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,430,430,0.121344,0.279296,0.118784,0.92416
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,430,430,0.35148799999999997,0.59929599999999994,0.34099199999999996,0.73344
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,430,430,0,0.000256,0,0.009984
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.PageCull_gpu_ms,430,430,0.329984,0.49407999999999996,0.299008,0.62464
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.StaticRaster_gpu_ms,430,430,0.007424,0.011519999999999999,0.003072,0.25856
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.DynamicRaster_gpu_ms,430,430,0.087551999999999991,0.093952,0.067583999999999991,0.349952
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,430,0,,,,
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.FinalizePages_gpu_ms,430,430,0.003072,0.004352,0.002048,0.0097279999999999988
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.ResetFeedback_gpu_ms,430,430,0,0,0,0.000256
before_20260911_140804_527,0,length10_a,completed_with_warnings,VSM.Resolve_gpu_ms,430,430,0.828928,1.205504,0.38118399999999997,1.425408
before_20260911_140804_527,0,length10_b,completed_with_warnings,frame_interval_ms,450,450,8.9022992178797722,9.5044998452067375,8.2601048052310944,9.9411001428961754
before_20260911_140804_527,0,length10_b,completed_with_warnings,cpu_frame_ms,450,450,8.89275,9.8599,7.3069,10.6608
before_20260911_140804_527,0,length10_b,completed_with_warnings,gpu_frame_ms,450,450,8.8787200000000013,9.488128,8.20096,9.860864
before_20260911_140804_527,0,length10_b,completed_with_warnings,cpu_render_thread_ms,450,450,2.30775,3.0791,1.883,7.0041
before_20260911_140804_527,0,length10_b,completed_with_warnings,gc_allocated_in_editor_frame_bytes,450,450,14419,49681,14419,137618
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.LayoutRemap_gpu_ms,450,450,0,0,0,0.000256
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,450,450,4.1034239999999995,4.4451839999999994,3.535872,4.87296
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.Allocate_gpu_ms,450,450,0.539392,0.54732799999999993,0.5184,0.813824
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,450,0,,,,
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,450,450,0.121344,0.305664,0.12006399999999999,0.80896
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,450,450,0.350976,0.634624,0.339456,1.213952
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,450,450,0,0.000256,0,0.000256
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.PageCull_gpu_ms,450,450,0.32844799999999996,0.532224,0.286464,0.91904
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.StaticRaster_gpu_ms,450,450,0.007168,0.010496,0.003072,0.397568
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.DynamicRaster_gpu_ms,450,450,0.087808,0.094463999999999992,0.07782399999999999,0.44672
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,450,0,,,,
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.FinalizePages_gpu_ms,450,450,0.003328,0.004096,0.002048,0.181504
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.ResetFeedback_gpu_ms,450,450,0,0,0,0.000256
before_20260911_140804_527,0,length10_b,completed_with_warnings,VSM.Resolve_gpu_ms,450,450,0.384768,0.674048,0.379392,1.011968
before_20260911_140804_527,0,length50_a,completed_with_warnings,frame_interval_ms,451,451,8.9304987341165543,9.5955990254879,8.0848000943660736,9.9445013329386711
before_20260911_140804_527,0,length50_a,completed_with_warnings,cpu_frame_ms,451,451,8.9118,9.7765,7.361,10.9829
