pool,physical_page,virtual_page,clipmap,occupied_slots,nonempty_texels,empty_texels,last_layer_nonempty,max_occupied_layers,slot_fraction,last_layer_fraction,layer_counts,occupancy_histogram
static,116,924,3,147456,16384,0,0,9,0.5625,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 0 0 0 0 0 0 0,0 0 0 0 0 0 0 0 0 16384 0 0 0 0 0 0 0
static,117,925,3,149740,16384,0,0,13,0.5712127685546875,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 1638 444 149 53 0 0 0,0 0 0 0 0 0 0 0 0 14746 1194 295 96 53 0 0 0
static,118,926,3,87358,16384,0,46,16,0.33324432373046875,0.0028076171875,16384 16384 16384 8769 8769 4639 4638 3642 2846 2174 993 775 471 367 77 46,0 0 0 7615 0 4130 1 996 796 672 1181 218 304 104 290 31 46
static,119,931,3,136670,16384,0,1,16,0.5213546752929688,6.103515625e-05,16384 16384 16384 16384 16384 13946 13702 11309 10932 2754 1342 548 159 52 5 1,0 0 0 0 0 2438 244 2393 377 8178 1412 794 389 107 47 4 1
static,120,940,3,165146,16384,0,158,16,0.6299819946289062,0.0096435546875,16384 16384 16384 16384 16384 16384 16384 16384 16384 6984 4407 3633 1292 964 252 158,0 0 0 0 0 0 0 0 0 9400 2577 774 2341 328 712 94 158
static,121,941,3,159862,16384,0,185,16,0.6098251342773438,0.01129150390625,16384 16384 16384 16384 16384 16384 16384 16384 16384 4475 3267 2507 1016 665 291 185,0 0 0 0 0 0 0 0 0 11909 1208 760 1491 351 374 106 185
static,122,942,3,95746,16384,0,0,15,0.36524200439453125,0.0,16384 16384 16384 10538 10538 6408 6407 5002 3622 2758 677 551 60 30 3 0,0 0 0 5846 0 4130 1 1405 1380 864 2081 126 491 30 27 3 0
static,123,947,3,126654,16384,0,0,11,0.48314666748046875,0.0,16384 16384 16384 16384 16384 12665 11983 9497 9126 1370 93 0 0 0 0 0,0 0 0 0 0 3719 682 2486 371 7756 1277 93 0 0 0 0 0
static,124,957,3,163311,16384,0,1,16,0.6229820251464844,6.103515625e-05,16384 16384 16384 16384 16384 16384 16384 16384 16384 6719 6231 1291 1291 161 161 1,0 0 0 0 0 0 0 0 0 9665 488 4940 0 1130 0 160 1
static,125,958,3,109207,16384,0,0,15,0.4165916442871094,0.0,16384 16384 16384 12138 12138 8175 8175 6351 5360 3671 2107 1358 477 91 14 0,0 0 0 4246 0 3963 0 1824 991 1689 1564 749 881 386 77 14 0
static,126,963,3,122935,16384,0,0,14,0.4689598083496094,0.0,16384 16384 16384 16384 16384 10660 10152 9149 8406 2075 503 56 13 1 0 0,0 0 0 0 0 5724 508 1003 743 6331 1572 447 43 12 1 0 0
static,127,964,3,155289,16384,0,87,16,0.5923805236816406,0.00531005859375,16384 16384 16384 16384 16384 16384 16384 16384 16384 3072 1908 939 892 477 458 87,0 0 0 0 0 0 0 0 0 13312 1164 969 47 415 19 371 87
static,128,966,3,212400,16384,0,3804,16,0.81024169921875,0.232177734375,16384 16384 16384 16384 16384 16384 16384 16384 16058 15820 15430 10760 9195 5739 4522 3804,0 0 0 0 0 0 0 0 326 238 390 4670 1565 3456 1217 718 3804
static,129,968,3,141292,16384,0,67,16,0.5389862060546875,0.00408935546875,16384 16384 16384 16384 16384 16384 10300 9545 8608 6250 4559 2090 1044 362 163 67,0 0 0 0 0 0 6084 755 937 2358 1691 2469 1046 682 199 96 67
static,130,969,3,140931,16384,0,64,16,0.5376091003417969,0.00390625,16384 16384 16384 16384 16384 16384 9248 8092 7381 7068 4968 4036 1121 476 173 64,0 0 0 0 0 0 7136 1156 711 313 2100 932 2915 645 303 109 64
static,131,970,3,214121,16384,0,7621,16,0.8168067932128906,0.46514892578125,16384 16384 16384 16384 16384 16384 14699 14388 13953 13143 12205 10975 10435 9388 9010 7621,0 0 0 0 0 0 1685 311 435 810 938 1230 540 1047 378 1389 7621
static,132,971,3,194649,16384,0,3028,16,0.7425270080566406,0.184814453125,16384 16384 16384 16384 16384 16384 16384 16384 16384 9449 8837 8260 8211 4864 4544 3028,0 0 0 0 0 0 0 0 0 6935 612 577 49 3347 320 1516 3028
static,133,974,3,112829,16384,0,3,16,0.4304084777832031,0.00018310546875,16384 16384 16384 12537 12537 9015 9015 7553 7309 3489 1293 727 141 55 3 3,0 0 0 3847 0 3522 0 1462 244 3820 2196 566 586 86 52 0 3
static,134,979,3,112636,16384,0,0,13,0.4296722412109375,0.0,16384 16384 16384 16384 16384 8582 8373 6112 5673 1423 535 13 5 0 0 0,0 0 0 0 0 7802 209 2261 439 4250 888 522 8 5 0 0 0
static,135,982,3,195030,16384,0,106,16,0.7439804077148438,0.0064697265625,16384 16384 16384 16384 16384 16384 16384 16384 16384 16353 15839 7519 5311 1572 874 106,0 0 0 0 0 0 0 0 0 31 514 8320 2208 3739 698 768 106
static,136,983,3,177554,16384,0,1,16,0.6773147583007812,6.103515625e-05,16384 16384 16384 16384 16384 16384 16384 16384 16384 12247 11086 4606 1992 151 15 1,0 0 0 0 0 0 0 0 0 4137 1161 6480 2614 1841 136 14 1
static,137,984,3,196378,16384,0,645,16,0.7491226196289062,0.03936767578125,16384 16384 16384 16384 16384 16384 16384 16384 16384 16118 11723 9973 6777 2140 1546 645,0 0 0 0 0 0 0 0 0 266 4395 1750 3196 4637 594 901 645
static,138,985,3,198931,16384,0,760,16,0.7588615417480469,0.04638671875,16384 16384 16384 16384 16384 16384 16384 16384 16384 16305 11461 9970 8792 2571 1616 760,0 0 0 0 0 0 0 0 0 79 4844 1491 1178 6221 955 856 760
static,139,986,3,202249,16384,0,1845,16,0.7715187072753906,0.11260986328125,16384 16384 16384 16384 16384 16384 16384 16384 16384 15436 12222 10415 6299 5078 3498 1845,0 0 0 0 0 0 0 0 0 948 3214 1807 4116 1221 1580 1653 1845
static,140,990,3,107304,16384,0,1,16,0.409332275390625,6.103515625e-05,16384 16384 16384 12675 12675 9209 9193 8024 4727 1036 453 104 34 18 3 1,0 0 0 3709 0 3466 16 1169 3297 3691 583 349 70 16 15 2 1
static,141,995,3,100017,16384,0,0,10,0.3815345764160156,0.0,16384 16384 16384 16384 16384 7296 6676 3179 713 233 0 0 0 0 0 0,0 0 0 0 0 9088 620 3497 2466 480 233 0 0 0 0 0 0
static,142,997,3,177880,16384,0,0,13,0.678558349609375,0.0,16384 16384 16384 16384 16384 16384 16384 15316 14934 12251 11249 5490 3952 0 0 0,0 0 0 0 0 0 0 1068 382 2683 1002 5759 1538 3952 0 0 0
static,143,998,3,159713,16384,0,0,12,0.6092567443847656,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 9345 2894 18 0 0 0 0,0 0 0 0 0 0 0 0 0 7039 6451 2876 18 0 0 0 0
static,144,999,3,143439,16384,0,0,14,0.5471763610839844,0.0,16384 16384 16384 16384 16384 16384 16384 16384 9302 2783 253 21 7 1 0 0,0 0 0 0 0 0 0 0 7082 6519 2530 232 14 6 1 0 0
static,145,1000,3,144297,16384,0,0,12,0.5504493713378906,0.0,16384 16384 16384 16384 16384 16384 16384 16384 8926 4219 46 34 0 0 0 0,0 0 0 0 0 0 0 0 7458 4707 4173 12 34 0 0 0 0
static,146,1001,3,144438,16384,0,0,12,0.5509872436523438,0.0,16384 16384 16384 16384 16384 16384 16384 16384 9301 3884 162 19 0 0 0 0,0 0 0 0 0 0 0 0 7083 5417 3722 143 19 0 0 0 0
static,147,1002,3,151974,16384,0,0,13,0.5797348022460938,0.0,16384 16384 16384 16384 16384 16384 16384 16384 12766 5998 1771 361 6 0 0 0,0 0 0 0 0 0 0 0 3618 6768 4227 1410 355 6 0 0 0
static,148,1003,3,159908,16384,0,0,12,0.6100006103515625,0.0,16384 16384 16384 16384 16384 16384 16384 11646 11251 10622 10579 1122 0 0 0 0,0 0 0 0 0 0 0 4738 395 629 43 9457 1122 0 0 0 0
static,149,1004,3,115163,16384,0,0,8,0.4393119812011719,0.0,16384 16384 16384 16384 16384 16384 16384 475 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 15909 475 0 0 0 0 0 0 0 0
static,150,1005,3,114688,16384,0,0,7,0.4375,0.0,16384 16384 16384 16384 16384 16384 16384 0 0 0 0 0 0 0 0 0,0 0 0 0 0 0 0 16384 0 0 0 0 0 0 0 0 0
static,151,1006,3,97436,16384,0,0,11,0.3716888427734375,0.0,16384 16384 16384 12809 12809 10494 10062 1798 231 68 13 0 0 0 0 0,0 0 0 3575 0 2315 432 8264 1567 163 55 13 0 0 0 0 0
static,152,1011,3,93078,16384,0,0,11,0.35506439208984375,0.0,16384 16384 16384 16384 16384 5610 4906 437 192 10 3 0 0 0 0 0,0 0 0 0 0 10774 704 4469 245 182 7 3 0 0 0 0 0
static,153,1013,3,158936,16384,0,0,11,0.606292724609375,0.0,16384 16384 16384 16384 16384 16384 16384 12357 12357 9767 9767 0 0 0 0 0,0 0 0 0 0 0 0 4027 0 2590 0 9767 0 0 0 0 0
static,154,1014,3,158010,16384,0,0,15,0.6027603149414062,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16247 5317 4365 794 209 4 2 0,0 0 0 0 0 0 0 0 137 10930 952 3571 585 205 2 2 0
static,155,1015,3,158650,16384,0,0,15,0.6052017211914062,0.0,16384 16384 16384 16384 16384 16384 16118 15732 15322 6876 4320 1618 356 3 1 0,0 0 0 0 0 0 266 386 410 8446 2556 2702 1262 353 2 1 0
static,156,1016,3,155452,16384,0,1,16,0.5930023193359375,6.103515625e-05,16384 16384 16384 16384 16384 16384 16384 14384 14384 5779 5425 678 99 7 7 1,0 0 0 0 0 0 0 2000 0 8605 354 4747 579 92 0 6 1
static,157,1017,3,156545,16384,0,0,15,0.5971717834472656,0.0,16384 16384 16384 16384 16384 16384 16384 13040 13039 6701 6127 2093 691 83 83 0,0 0 0 0 0 0 0 3344 1 6338 574 4034 1402 608 0 83 0
static,158,632,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,159,633,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,160,634,2,95109,16384,0,0,11,0.3628120422363281,0.0,16384 16384 16384 16384 8316 8316 6214 6214 207 153 153 0 0 0 0 0,0 0 0 0 8068 0 2102 0 6007 54 0 153 0 0 0 0 0
static,161,636,2,259596,16384,0,15301,16,0.9902801513671875,0.93389892578125,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16280 16280 15884 15627 15301,0 0 0 0 0 0 0 0 0 0 0 104 0 396 257 326 15301
static,162,645,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,163,646,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,164,647,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,165,648,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,166,649,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,167,650,2,87276,16384,0,0,8,0.3329315185546875,0.0,16384 16384 16384 16384 6436 6436 4434 4434 0 0 0 0 0 0 0 0,0 0 0 0 9948 0 2002 0 4434 0 0 0 0 0 0 0 0
static,168,662,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,169,663,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,170,664,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,171,665,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,172,666,2,79904,16384,0,0,8,0.3048095703125,0.0,16384 16384 16384 16384 4517 4517 2667 2667 0 0 0 0 0 0 0 0,0 0 0 0 11867 0 1850 0 2667 0 0 0 0 0 0 0 0
static,173,678,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,174,679,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,175,680,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,176,681,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,177,682,2,72709,16384,0,0,8,0.2773628234863281,0.0,16384 16384 16384 16384 2678 2677 909 909 0 0 0 0 0 0 0 0,0 0 0 0 13706 1 1768 0 909 0 0 0 0 0 0 0 0
static,178,685,2,189213,16384,0,4937,16,0.7217903137207031,0.30133056640625,16384 16384 16384 16384 16384 16384 16384 16384 16384 6844 6662 6201 6124 5620 5369 4937,0 0 0 0 0 0 0 0 0 9540 182 461 77 504 251 432 4937
static,179,688,2,194188,16384,0,0,13,0.7407684326171875,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 12299 12299 11067 11067 0 0 0,0 0 0 0 0 0 0 0 0 4085 0 1232 0 11067 0 0 0
static,180,694,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,181,695,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,182,696,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,183,697,2,65536,16384,0,0,4,0.25,0.0,16384 16384 16384 16384 0 0 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16384 0 0 0 0 0 0 0 0 0 0 0 0
static,184,698,2,68646,16384,0,0,8,0.26186370849609375,0.0,16384 16384 16384 16384 1523 1523 32 32 0 0 0 0 0 0 0 0,0 0 0 0 14861 0 1491 0 32 0 0 0 0 0 0 0 0
static,185,701,2,203502,16384,0,6487,16,0.7762985229492188,0.39593505859375,16384 16384 16384 16384 16384 16384 16384 16384 16384 9544 9544 8230 8230 7006 7005 6487,0 0 0 0 0 0 0 0 0 6840 0 1314 0 1224 1 518 6487
static,186,704,2,187110,16384,0,0,13,0.7137680053710938,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 10529 10529 9298 9298 0 0 0,0 0 0 0 0 0 0 0 0 5855 0 1231 0 9298 0 0 0
static,187,707,2,236708,16384,0,9444,16,0.9029693603515625,0.576416015625,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 13185 13185 10511 10159 9444,0 0 0 0 0 0 0 0 0 0 0 3199 0 2674 352 715 9444
static,188,710,2,68436,16384,0,0,6,0.2610626220703125,0.0,16384 16384 16384 16384 1450 1450 0 0 0 0 0 0 0 0 0 0,0 0 0 0 14934 0 1450 0 0 0 0 0 0 0 0 0 0
static,189,711,2,66242,16384,0,0,6,0.25269317626953125,0.0,16384 16384 16384 16384 353 353 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16031 0 353 0 0 0 0 0 0 0 0 0 0
static,190,712,2,66130,16384,0,0,6,0.25226593017578125,0.0,16384 16384 16384 16384 297 297 0 0 0 0 0 0 0 0 0 0,0 0 0 0 16087 0 297 0 0 0 0 0 0 0 0 0 0
static,191,713,2,68566,16384,0,0,6,0.26155853271484375,0.0,16384 16384 16384 16384 1515 1515 0 0 0 0 0 0 0 0 0 0,0 0 0 0 14869 0 1515 0 0 0 0 0 0 0 0 0 0
static,192,714,2,68194,16384,0,0,9,0.26013946533203125,0.0,16384 16384 16384 16384 1265 1265 74 27 27 0 0 0 0 0 0 0,0 0 0 0 15119 0 1191 47 0 27 0 0 0 0 0 0 0
static,193,717,2,207274,16384,0,4605,16,0.7906875610351562,0.28106689453125,16384 16384 16384 16384 16384 16384 16384 16384 16384 10680 10680 9402 9402 8318 6731 4605,0 0 0 0 0 0 0 0 0 5704 0 1278 0 1084 1587 2126 4605
static,194,720,2,180030,16384,0,0,13,0.6867599487304688,0.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 8760 8760 7527 7527 0 0 0,0 0 0 0 0 0 0 0 0 7624 0 1233 0 7527 0 0 0
static,195,723,2,231928,16384,0,8327,16,0.884735107421875,0.50823974609375,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 12506 12506 9351 9014 8327,0 0 0 0 0 0 0 0 0 0 0 3878 0 3155 337 687 8327
static,196,724,2,190051,16384,0,5235,16,0.7249870300292969,0.31951904296875,16384 16384 16384 16384 16384 16384 15790 14222 10841 9573 8308 8047 7338 6265 6128 5235,0 0 0 0 0 0 594 1568 3381 1268 1265 261 709 1073 137 893 5235
static,197,725,2,131617,16384,0,0,14,0.5020790100097656,0.0,16384 16384 16384 16384 16236 16236 13985 13431 3265 2389 322 200 15 2 0 0,0 0 0 0 148 0 2251 554 10166 876 2067 122 185 13 2 0 0
static,198,726,2,108190,16384,0,0,9,0.41271209716796875,0.0,16384 16384 16384 16384 11951 11951 9807 7845 1100 0 0 0 0 0 0 0,0 0 0 0 4433 0 2144 1962 6745 1100 0 0 0 0 0 0 0
static,199,727,2,96292,16384,0,0,9,0.3673248291015625,0.0,16384 16384 16384 16384 8882 8882 7144 5104 744 0 0 0 0 0 0 0,0 0 0 0 7502 0 1738 2040 4360 744 0 0 0 0 0 0 0
static,200,728,2,95569,16384,0,0,9,0.3645668029785156,0.0,16384 16384 16384 16384 8707 8706 7213 5043 364 0 0 0 0 0 0 0,0 0 0 0 7677 1 1493 2170 4679 364 0 0 0 0 0 0 0
static,201,729,2,104643,16384,0,0,9,0.3991813659667969,0.0,16384 16384 16384 16384 10965 10965 9389 7242 546 0 0 0 0 0 0 0,0 0 0 0 5419 0 1576 2147 6696 546 0 0 0 0 0 0 0
static,202,730,2,123157,16384,0,0,9,0.4698066711425781,0.0,16384 16384 16384 16384 15308 15308 13898 11869 1238 0 0 0 0 0 0 0,0 0 0 0 1076 0 1410 2029 10631 1238 0 0 0 0 0 0 0
static,203,731,2,190441,16384,0,489,16,0.7264747619628906,0.02984619140625,16384 16384 16384 16384 16384 16384 15999 15790 13251 13170 10440 10391 5698 3473 3436 489,0 0 0 0 0 0 385 209 2539 81 2730 49 4693 2225 37 2947 489
static,204,732,2,260843,16384,0,15832,16,0.9950370788574219,0.96630859375,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16304 16219 15880 15832,0 0 0 0 0 0 0 0 0 0 0 0 80 85 339 48 15832
static,205,733,2,211120,16384,0,4242,16,0.80535888671875,0.2589111328125,16384 16384 16384 16384 16384 16384 16384 16384 16384 11475 11475 10227 10227 9803 6215 4242,0 0 0 0 0 0 0 0 0 4909 0 1248 0 424 3588 1973 4242
static,206,736,2,184560,16384,0,2309,16,0.70404052734375,0.14093017578125,16384 16384 16384 16384 16384 16384 16384 16384 16384 7897 7897 6207 6207 3662 2925 2309,0 0 0 0 0 0 0 0 0 8487 0 1690 0 2545 737 616 2309
static,207,737,2,245407,16384,0,9223,16,0.9361534118652344,0.56292724609375,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 15211 15141 9224 9223,0 0 0 0 0 0 0 0 0 0 0 0 1173 70 5917 1 9223
static,208,739,2,219787,16384,0,4625,16,0.8384208679199219,0.28228759765625,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 10613 10613 7171 6541 4625,0 0 0 0 0 0 0 0 0 0 0 5771 0 3442 630 1916 4625
static,209,740,2,200790,16384,0,4166,16,0.7659530639648438,0.2542724609375,16384 16384 16384 16384 16384 16384 16106 15324 12860 11469 10266 9784 8555 7338 6618 4166,0 0 0 0 0 0 278 782 2464 1391 1203 482 1229 1217 720 2452 4166
static,210,741,2,127913,16384,0,0,14,0.4879493713378906,0.0,16384 16384 16384 16384 16384 16384 9725 9725 5793 3205 1050 87 22 2 0 0,0 0 0 0 0 0 6659 0 3932 2588 2155 963 65 20 2 0 0
static,211,742,2,139531,16384,0,0,11,0.5322685241699219,0.0,16384 16384 16384 16384 16384 16384 15436 15435 7384 2291 681 0 0 0 0 0,0 0 0 0 0 0 948 1 8051 5093 1610 681 0 0 0 0 0
static,212,743,2,148498,16384,0,0,11,0.5664749145507812,0.0,16384 16384 16384 16384 16384 16384 16384 16384 11230 5153 1043 0 0 0 0 0,0 0 0 0 0 0 0 0 5154 6077 4110 1043 0 0 0 0 0
static,213,744,2,160251,16384,0,0,15,0.6113090515136719,0.0,16384 16384 16384 16384 16384 16384 16384 16384 12863 10538 4757 726 164 66 65 0,0 0 0 0 0 0 0 0 3521 2325 5781 4031 562 98 1 65 0
static,214,745,2,153338,16384,0,0,12,0.5849380493164062,0.0,16384 16384 16384 16384 16384 16384 16384 16384 14207 6367 1656 36 0 0 0 0,0 0 0 0 0 0 0 0 2177 7840 4711 1620 36 0 0 0 0
static,215,746,2,148723,16384,0,0,11,0.5673332214355469,0.0,16384 16384 16384 16384 16384 16384 16345 16345 13767 3279 683 0 0 0 0 0,0 0 0 0 0 0 39 0 2578 10488 2596 683 0 0 0 0 0
static,216,747,2,202388,16384,0,3325,16,0.7720489501953125,0.20294189453125,16384 16384 16384 16384 16384 16384 16376 16376 15694 12309 11601 10344 9262 4674 4123 3325,0 0 0 0 0 0 8 0 682 3385 708 1257 1082 4588 551 798 3325
static,217,748,2,262024,16384,0,16287,16,0.999542236328125,0.99407958984375,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16361 16287,0 0 0 0 0 0 0 0 0 0 0 0 0 0 23 74 16287
static,218,749,2,227551,16384,0,9423,16,0.8680381774902344,0.57513427734375,16384 16384 16384 16384 16384 16384 16384 16384 16384 13243 13243 11997 11997 10378 9814 9423,0 0 0 0 0 0 0 0 0 3141 0 1246 0 1619 564 391 9423
static,219,752,2,194500,16384,0,1853,16,0.7419586181640625,0.11309814453125,16384 16384 16384 16384 16384 16384 16384 16384 16384 10592 10592 7614 7614 4395 4384 1853,0 0 0 0 0 0 0 0 0 5792 0 2978 0 3219 11 2531 1853
static,220,755,2,213142,16384,0,4677,16,0.8130722045898438,0.28546142578125,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 8895 8895 5300 5151 4677,0 0 0 0 0 0 0 0 0 0 0 7489 0 3595 149 474 4677
static,221,756,2,227834,16384,0,9086,16,0.8691177368164062,0.5545654296875,16384 16384 16384 16384 16384 16384 16384 16384 15937 15384 12234 12007 11243 11063 9808 9086,0 0 0 0 0 0 0 0 447 553 3150 227 764 180 1255 722 9086
static,222,757,2,142221,16384,0,0,14,0.5425300598144531,0.0,16384 16384 16384 16384 16384 16384 13372 13372 11047 4832 759 415 65 55 0 0,0 0 0 0 0 0 3012 0 2325 6215 4073 344 350 10 55 0 0
static,223,758,2,128056,16384,0,0,9,0.488494873046875,0.0,16384 16384 16384 16384 16384 16384 10716 10716 8320 0 0 0 0 0 0 0,0 0 0 0 0 0 5668 0 2396 8320 0 0 0 0 0 0 0
static,224,759,2,124010,16384,0,0,9,0.47306060791015625,0.0,16384 16384 16384 16384 16384 16384 9367 9366 6973 0 0 0 0 0 0 0,0 0 0 0 0 0 7017 1 2393 6973 0 0 0 0 0 0 0
static,225,760,2,142134,16384,0,112,16,0.5421981811523438,0.0068359375,16384 16384 16384 16384 16384 16384 12380 12380 6955 5393 3185 1640 1113 451 221 112,0 0 0 0 0 0 4004 0 5425 1562 2208 1545 527 662 230 109 112
static,226,761,2,116483,16384,0,0,13,0.4443473815917969,0.0,16384 16384 16384 16384 16384 16384 6672 6672 4278 495 49 8 5 0 0 0,0 0 0 0 0 0 9712 0 2394 3783 446 41 3 5 0 0 0
static,227,762,2,111891,16384,0,0,9,0.4268302917480469,0.0,16384 16384 16384 16384 16384 16384 5328 5327 2932 0 0 0 0 0 0 0,0 0 0 0 0 0 11056 1 2395 2932 0 0 0 0 0 0 0
static,228,763,2,166066,16384,0,2396,16,0.6334915161132812,0.146240234375,16384 16384 16384 16384 16384 16384 11523 11522 9528 8850 6169 5987 4898 4357 2532 2396,0 0 0 0 0 0 4861 1 1994 678 2681 182 1089 541 1825 136 2396
static,229,764,2,262144,16384,0,16384,16,1.0,1.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16384
static,230,382,1,197381,16384,0,3336,16,0.7529487609863281,0.20361328125,16384 16384 16384 16384 16384 16384 16384 16384 15446 15204 15204 5045 4709 4028 3337 3336,0 0 0 0 0 0 0 0 938 242 0 10159 336 681 691 1 3336
static,231,383,1,262144,16384,0,16384,16,1.0,1.0,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16384
static,232,399,1,261494,16384,0,16015,16,0.9975204467773438,0.97747802734375,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16103 16015,0 0 0 0 0 0 0 0 0 0 0 0 0 0 281 88 16015
static,233,400,1,187273,16384,0,2942,16,0.7143898010253906,0.1795654296875,16384 16384 16384 16384 16255 16255 14420 14420 10927 10839 9629 8576 6974 6036 4464 2942,0 0 0 0 129 0 1835 0 3493 88 1210 1053 1602 938 1572 1522 2942
static,234,401,1,75580,16384,0,0,14,0.2883148193359375,0.0,16384 16384 16384 16384 2296 2296 1616 1616 1002 1002 106 106 2 2 0 0,0 0 0 0 14088 0 680 0 614 0 896 0 104 0 2 0 0
static,235,415,1,256769,16384,0,14288,16,0.9794960021972656,0.8720703125,16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 16384 15722 15559 14592 14288,0 0 0 0 0 0 0 0 0 0 0 0 662 163 967 304 14288
static,236,416,1,203973,16384,0,6633,16,0.7780952453613281,0.40484619140625,16384 16384 16384 16384 16371 16371 14561 14561 11700 11684 11197 11000 8861 8422 7076 6633,0 0 0 0 13 0 1810 0 2861 16 487 197 2139 439 1346 443 6633
static,237,417,1,78393,16384,0,0,14,0.2990455627441406,0.0,16384 16384 16384 16384 3244 3244 2249 2249 838 837 89 89 9 9 0 0,0 0 0 0 13140 0 995 0 1411 1 748 0 80 0 9 0 0
