observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,1529,VSM.MarkReceiverPages,493824,1
0,1529,VSM.Allocate,270336,1
0,1529,VSM.ClearPhysicalPages,556032,1
0,1529,VSM.PageOccupancy,61184,1
0,1529,VSM.FinalizePages,2048,1
0,1529,VSM.DynamicRaster,93696,1
0,1529,VSM.LayoutRemap,0,1
0,1529,VSM.InvalidateStatic,0,0
0,1529,VSM.StaticCasterCull,151296,1
0,1529,VSM.DynamicCasterCull,0,1
0,1529,VSM.PageCull,126720,1
0,1529,VSM.StaticRaster,11008,1
0,1529,VSM.UnityCompatibilityRaster,0,0
0,1529,VSM.Resolve,8765696,1
0,1529,VSM.ResolveTrace,8537856,1
0,1529,VSM.FilterHorizontal,67840,1
0,1529,VSM.FilterVertical,0,0
0,1529,VSM.FilterTemporalVertical,158720,1
0,1529,VSM.ResetFeedback,0,1
1,1530,VSM.MarkReceiverPages,497152,1
1,1530,VSM.Allocate,272896,1
1,1530,VSM.ClearPhysicalPages,480512,1
1,1530,VSM.PageOccupancy,63744,1
1,1530,VSM.FinalizePages,2048,1
1,1530,VSM.DynamicRaster,90880,1
1,1530,VSM.LayoutRemap,0,1
1,1530,VSM.InvalidateStatic,0,0
1,1530,VSM.StaticCasterCull,147712,1
1,1530,VSM.DynamicCasterCull,0,1
1,1530,VSM.PageCull,127232,1
1,1530,VSM.StaticRaster,7424,1
1,1530,VSM.UnityCompatibilityRaster,0,0
1,1530,VSM.Resolve,7730432,1
1,1530,VSM.ResolveTrace,7506688,1
1,1530,VSM.FilterHorizontal,64512,1
1,1530,VSM.FilterVertical,0,0
1,1530,VSM.FilterTemporalVertical,157696,1
1,1530,VSM.ResetFeedback,0,1
2,1531,VSM.MarkReceiverPages,496896,1
2,1531,VSM.Allocate,272128,1
2,1531,VSM.ClearPhysicalPages,182784,1
2,1531,VSM.PageOccupancy,62464,1
2,1531,VSM.FinalizePages,1792,1
2,1531,VSM.DynamicRaster,93184,1
2,1531,VSM.LayoutRemap,0,1
2,1531,VSM.InvalidateStatic,0,0
2,1531,VSM.StaticCasterCull,145152,1
2,1531,VSM.DynamicCasterCull,0,1
2,1531,VSM.PageCull,125952,1
2,1531,VSM.StaticRaster,8960,1
2,1531,VSM.UnityCompatibilityRaster,0,0
2,1531,VSM.Resolve,8546304,1
2,1531,VSM.ResolveTrace,8320768,1
2,1531,VSM.FilterHorizontal,64768,1
2,1531,VSM.FilterVertical,0,0
2,1531,VSM.FilterTemporalVertical,159232,1
2,1531,VSM.ResetFeedback,0,1
3,1532,VSM.MarkReceiverPages,497408,1
3,1532,VSM.Allocate,273152,1
3,1532,VSM.ClearPhysicalPages,182272,1
3,1532,VSM.PageOccupancy,64768,1
3,1532,VSM.FinalizePages,2048,1
3,1532,VSM.DynamicRaster,83456,1
3,1532,VSM.LayoutRemap,0,1
3,1532,VSM.InvalidateStatic,0,0
3,1532,VSM.StaticCasterCull,136192,1
3,1532,VSM.DynamicCasterCull,0,1
3,1532,VSM.PageCull,116480,1
3,1532,VSM.StaticRaster,4864,1
3,1532,VSM.UnityCompatibilityRaster,0,0
3,1532,VSM.Resolve,7454208,1
3,1532,VSM.ResolveTrace,7231488,1
3,1532,VSM.FilterHorizontal,64512,1
3,1532,VSM.FilterVertical,0,0
3,1532,VSM.FilterTemporalVertical,156928,1
3,1532,VSM.ResetFeedback,0,1
4,1533,VSM.MarkReceiverPages,498688,1
4,1533,VSM.Allocate,271872,1
4,1533,VSM.ClearPhysicalPages,452864,1
4,1533,VSM.PageOccupancy,62208,1
4,1533,VSM.FinalizePages,2048,1
4,1533,VSM.DynamicRaster,84224,1
4,1533,VSM.LayoutRemap,0,1
4,1533,VSM.InvalidateStatic,0,0
4,1533,VSM.StaticCasterCull,155136,1
4,1533,VSM.DynamicCasterCull,0,1
4,1533,VSM.PageCull,130560,1
4,1533,VSM.StaticRaster,7168,1
4,1533,VSM.UnityCompatibilityRaster,0,0
4,1533,VSM.Resolve,7650304,1
4,1533,VSM.ResolveTrace,7427328,1
4,1533,VSM.FilterHorizontal,65280,1
4,1533,VSM.FilterVertical,0,0
4,1533,VSM.FilterTemporalVertical,156672,1
4,1533,VSM.ResetFeedback,0,1
5,1534,VSM.MarkReceiverPages,497408,1
5,1534,VSM.Allocate,272640,1
5,1534,VSM.ClearPhysicalPages,182528,1
5,1534,VSM.PageOccupancy,61696,1
5,1534,VSM.FinalizePages,2304,1
5,1534,VSM.DynamicRaster,92416,1
5,1534,VSM.LayoutRemap,0,1
5,1534,VSM.InvalidateStatic,0,0
5,1534,VSM.StaticCasterCull,492288,1
5,1534,VSM.DynamicCasterCull,0,1
5,1534,VSM.PageCull,84480,1
5,1534,VSM.StaticRaster,35584,1
5,1534,VSM.UnityCompatibilityRaster,0,0
5,1534,VSM.Resolve,7659264,1
5,1534,VSM.ResolveTrace,7438336,1
5,1534,VSM.FilterHorizontal,64000,1
5,1534,VSM.FilterVertical,0,0
5,1534,VSM.FilterTemporalVertical,155904,1
5,1534,VSM.ResetFeedback,0,1
6,1535,VSM.MarkReceiverPages,493568,1
6,1535,VSM.Allocate,268800,1
6,1535,VSM.ClearPhysicalPages,181504,1
6,1535,VSM.PageOccupancy,64000,1
6,1535,VSM.FinalizePages,2048,1
6,1535,VSM.DynamicRaster,90880,1
6,1535,VSM.LayoutRemap,0,1
6,1535,VSM.InvalidateStatic,0,0
6,1535,VSM.StaticCasterCull,427520,1
6,1535,VSM.DynamicCasterCull,0,1
6,1535,VSM.PageCull,103680,1
6,1535,VSM.StaticRaster,15872,1
6,1535,VSM.UnityCompatibilityRaster,0,0
6,1535,VSM.Resolve,8203264,1
6,1535,VSM.ResolveTrace,7977984,1
6,1535,VSM.FilterHorizontal,65280,1
6,1535,VSM.FilterVertical,0,0
6,1535,VSM.FilterTemporalVertical,158720,1
6,1535,VSM.ResetFeedback,0,1
7,1536,VSM.MarkReceiverPages,497408,1
7,1536,VSM.Allocate,271616,1
7,1536,VSM.ClearPhysicalPages,183552,1
7,1536,VSM.PageOccupancy,92928,1
7,1536,VSM.FinalizePages,1536,1
7,1536,VSM.DynamicRaster,86272,1
7,1536,VSM.LayoutRemap,0,1
7,1536,VSM.InvalidateStatic,0,0
7,1536,VSM.StaticCasterCull,140800,1
7,1536,VSM.DynamicCasterCull,0,1
7,1536,VSM.PageCull,121088,1
7,1536,VSM.StaticRaster,3328,1
7,1536,VSM.UnityCompatibilityRaster,0,0
7,1536,VSM.Resolve,7787776,1
7,1536,VSM.ResolveTrace,7564544,1
7,1536,VSM.FilterHorizontal,64256,1
7,1536,VSM.FilterVertical,0,0
7,1536,VSM.FilterTemporalVertical,157696,1
7,1536,VSM.ResetFeedback,0,1
8,1537,VSM.MarkReceiverPages,496896,1
8,1537,VSM.Allocate,273664,1
8,1537,VSM.ClearPhysicalPages,182528,1
8,1537,VSM.PageOccupancy,61952,1
8,1537,VSM.FinalizePages,2048,1
8,1537,VSM.DynamicRaster,82688,1
8,1537,VSM.LayoutRemap,0,1
8,1537,VSM.InvalidateStatic,0,0
8,1537,VSM.StaticCasterCull,141312,1
8,1537,VSM.DynamicCasterCull,0,1
8,1537,VSM.PageCull,122624,1
8,1537,VSM.StaticRaster,7168,1
8,1537,VSM.UnityCompatibilityRaster,0,0
8,1537,VSM.Resolve,7687680,1
8,1537,VSM.ResolveTrace,7462656,1
8,1537,VSM.FilterHorizontal,64768,1
8,1537,VSM.FilterVertical,0,0
8,1537,VSM.FilterTemporalVertical,158720,1
8,1537,VSM.ResetFeedback,0,1
9,1538,VSM.MarkReceiverPages,497152,1
9,1538,VSM.Allocate,273664,1
9,1538,VSM.ClearPhysicalPages,346624,1
9,1538,VSM.PageOccupancy,64768,1
9,1538,VSM.FinalizePages,1792,1
9,1538,VSM.DynamicRaster,94208,1
9,1538,VSM.LayoutRemap,0,1
9,1538,VSM.InvalidateStatic,0,0
9,1538,VSM.StaticCasterCull,150784,1
9,1538,VSM.DynamicCasterCull,0,1
9,1538,VSM.PageCull,131328,1
9,1538,VSM.StaticRaster,7168,1
9,1538,VSM.UnityCompatibilityRaster,0,0
9,1538,VSM.Resolve,7081216,1
9,1538,VSM.ResolveTrace,6860032,1
9,1538,VSM.FilterHorizontal,64000,1
9,1538,VSM.FilterVertical,0,0
9,1538,VSM.FilterTemporalVertical,156928,1
9,1538,VSM.ResetFeedback,0,1
10,1539,VSM.MarkReceiverPages,497152,1
10,1539,VSM.Allocate,270848,1
10,1539,VSM.ClearPhysicalPages,182528,1
10,1539,VSM.PageOccupancy,62208,1
10,1539,VSM.FinalizePages,1792,1
10,1539,VSM.DynamicRaster,85760,1
10,1539,VSM.LayoutRemap,0,1
10,1539,VSM.InvalidateStatic,0,0
