observation,camera_frame_observed,marker,gpu_ns,gpu_sample_count
0,14430,VSM.MarkReceiverPages,509952,1
0,14430,VSM.Allocate,270848,1
0,14430,VSM.ClearPhysicalPages,180480,1
0,14430,VSM.PageOccupancy,65024,1
0,14430,VSM.FinalizePages,1792,1
0,14430,VSM.DynamicRaster,97536,1
0,14430,VSM.LayoutRemap,0,1
0,14430,VSM.InvalidateStatic,0,0
0,14430,VSM.StaticCasterCull,143104,1
0,14430,VSM.DynamicCasterCull,0,1
0,14430,VSM.PageCull,124416,1
0,14430,VSM.StaticRaster,7168,1
0,14430,VSM.UnityCompatibilityRaster,0,0
0,14430,VSM.Resolve,6786816,1
0,14430,VSM.ResolveTrace,6563584,1
0,14430,VSM.FilterHorizontal,64512,1
0,14430,VSM.FilterVertical,0,0
0,14430,VSM.FilterTemporalVertical,157696,1
0,14430,VSM.ResetFeedback,0,1
1,14431,VSM.MarkReceiverPages,506880,1
1,14431,VSM.Allocate,270080,1
1,14431,VSM.ClearPhysicalPages,180224,1
1,14431,VSM.PageOccupancy,54784,1
1,14431,VSM.FinalizePages,1792,1
1,14431,VSM.DynamicRaster,84224,1
1,14431,VSM.LayoutRemap,0,1
1,14431,VSM.InvalidateStatic,0,0
1,14431,VSM.StaticCasterCull,135936,1
1,14431,VSM.DynamicCasterCull,0,1
1,14431,VSM.PageCull,116992,1
1,14431,VSM.StaticRaster,7168,1
1,14431,VSM.UnityCompatibilityRaster,0,0
1,14431,VSM.Resolve,6742272,1
1,14431,VSM.ResolveTrace,6520832,1
1,14431,VSM.FilterHorizontal,64000,1
1,14431,VSM.FilterVertical,0,0
1,14431,VSM.FilterTemporalVertical,155904,1
1,14431,VSM.ResetFeedback,0,1
2,14432,VSM.MarkReceiverPages,512768,1
2,14432,VSM.Allocate,272128,1
2,14432,VSM.ClearPhysicalPages,181760,1
2,14432,VSM.PageOccupancy,54784,1
2,14432,VSM.FinalizePages,1536,1
2,14432,VSM.DynamicRaster,85248,1
2,14432,VSM.LayoutRemap,0,1
2,14432,VSM.InvalidateStatic,0,0
2,14432,VSM.StaticCasterCull,136192,1
2,14432,VSM.DynamicCasterCull,0,1
2,14432,VSM.PageCull,117504,1
2,14432,VSM.StaticRaster,6912,1
2,14432,VSM.UnityCompatibilityRaster,0,0
2,14432,VSM.Resolve,7386624,1
2,14432,VSM.ResolveTrace,7162624,1
2,14432,VSM.FilterHorizontal,65024,1
2,14432,VSM.FilterVertical,0,0
2,14432,VSM.FilterTemporalVertical,157952,1
2,14432,VSM.ResetFeedback,0,1
3,14433,VSM.MarkReceiverPages,512000,1
3,14433,VSM.Allocate,273408,1
3,14433,VSM.ClearPhysicalPages,181504,1
3,14433,VSM.PageOccupancy,55040,1
3,14433,VSM.FinalizePages,1536,1
3,14433,VSM.DynamicRaster,81152,1
3,14433,VSM.LayoutRemap,0,1
3,14433,VSM.InvalidateStatic,0,0
3,14433,VSM.StaticCasterCull,138752,1
3,14433,VSM.DynamicCasterCull,0,1
3,14433,VSM.PageCull,120064,1
3,14433,VSM.StaticRaster,7424,1
3,14433,VSM.UnityCompatibilityRaster,0,0
3,14433,VSM.Resolve,7310592,1
3,14433,VSM.ResolveTrace,7084032,1
3,14433,VSM.FilterHorizontal,65536,1
3,14433,VSM.FilterVertical,0,0
3,14433,VSM.FilterTemporalVertical,160000,1
3,14433,VSM.ResetFeedback,0,1
4,14434,VSM.MarkReceiverPages,811776,1
4,14434,VSM.Allocate,272640,1
4,14434,VSM.ClearPhysicalPages,182528,1
4,14434,VSM.PageOccupancy,54272,1
4,14434,VSM.FinalizePages,2048,1
4,14434,VSM.DynamicRaster,94720,1
4,14434,VSM.LayoutRemap,0,1
4,14434,VSM.InvalidateStatic,0,0
4,14434,VSM.StaticCasterCull,142592,1
4,14434,VSM.DynamicCasterCull,0,1
4,14434,VSM.PageCull,123904,1
4,14434,VSM.StaticRaster,4864,1
4,14434,VSM.UnityCompatibilityRaster,0,0
4,14434,VSM.Resolve,6780928,1
4,14434,VSM.ResolveTrace,6556160,1
4,14434,VSM.FilterHorizontal,65024,1
4,14434,VSM.FilterVertical,0,0
4,14434,VSM.FilterTemporalVertical,158720,1
4,14434,VSM.ResetFeedback,0,1
5,14435,VSM.MarkReceiverPages,534016,1
5,14435,VSM.Allocate,274944,1
5,14435,VSM.ClearPhysicalPages,191232,1
5,14435,VSM.PageOccupancy,55808,1
5,14435,VSM.FinalizePages,1536,1
5,14435,VSM.DynamicRaster,85248,1
5,14435,VSM.LayoutRemap,0,1
5,14435,VSM.InvalidateStatic,0,0
5,14435,VSM.StaticCasterCull,135424,1
5,14435,VSM.DynamicCasterCull,0,1
5,14435,VSM.PageCull,115712,1
5,14435,VSM.StaticRaster,7424,1
5,14435,VSM.UnityCompatibilityRaster,0,0
5,14435,VSM.Resolve,7769600,1
5,14435,VSM.ResolveTrace,7378432,1
5,14435,VSM.FilterHorizontal,230144,1
5,14435,VSM.FilterVertical,0,0
5,14435,VSM.FilterTemporalVertical,159744,1
5,14435,VSM.ResetFeedback,0,1
6,14436,VSM.MarkReceiverPages,531456,1
