observation_frame,unscaled_time,frame_timing_timestamp,segment,"frame_interval_ms","cpu_frame_ms","gpu_frame_ms","cpu_render_thread_ms","gc_allocated_in_editor_frame_bytes","VSM.LayoutRemap_gpu_ms","VSM.Allocate_gpu_ms","VSM.InvalidateStatic_gpu_ms","VSM.ClearPhysicalPages_gpu_ms","VSM.StaticCasterCull_gpu_ms","VSM.DynamicCasterCull_gpu_ms","VSM.PageCull_gpu_ms","VSM.StaticRaster_gpu_ms","VSM.DynamicRaster_gpu_ms","VSM.UnityCompatibilityRaster_gpu_ms","VSM.FinalizePages_gpu_ms","VSM.ResetFeedback_gpu_ms","VSM.ResolveAndFeedback_gpu_ms",observed_camera_frame,observed_camera_serial,window_repaint_count,seconds_since_window_repaint
4325,37.490035600907028,1306860118344,1,5.7892007753252983,5.1231,5.434368,1.8149,14551,0.001024,0.41984,,0.062464,0.257536,0,0.239616,0.0048639999999999994,0.0384,,0.004352,,1.386752,4325,888,0,
4326,37.496164902210886,1306860169575,1,6.1293011531233788,5.933,5.76896,1.9489,14551,0.001024,0.422656,,0.061952,0.260096,0,0.242688,0.0076799999999999993,0.040448,,0.0038399999999999997,,1.622016,4326,889,0,
4327,37.501789200680271,1306860228905,1,5.6242984719574451,5.3686,6.039296,1.8044,14753,0.001024,0.421376,,0.070656,0.25779199999999997,0,0.23884799999999998,0.0063999999999999994,0.0384,,0.0025599999999999998,,2.0096,4327,890,0,
4328,37.507058205782315,1306860282591,1,5.2690049633383751,5.9983,5.672192,1.9039,14551,0.001024,0.42291199999999995,,0.062208,0.25907199999999997,0.000256,0.24115199999999998,0.0076799999999999993,0.037632,,0.003072,,1.784832,4328,891,0,
4329,37.512430406746027,1306860342574,1,5.3722010925412178,6.3725,5.262592,2.0745,14603,0.001024,0.42470399999999997,,0.062464,0.258816,0.000256,0.24140799999999998,0.007424,0.03712,,0.0025599999999999998,,1.769984,4329,892,0,
4330,37.517853202947848,1306860406299,1,5.4227961227297783,5.801,5.354496,2.1653,14551,0.001024,0.424448,,0.06272,0.254208,0.000256,0.237568,0.0084479999999999989,0.037888,,0.0025599999999999998,,1.985024,4330,893,0,
4331,37.523085905612241,1306860464309,1,5.232702475041151,4.9,5.390592,1.9492,14551,0.001024,0.421376,,0.062208,0.25779199999999997,0,0.24064,0.00896,0.038911999999999995,,0.003328,,1.786368,4331,894,0,
4332,37.529015001417235,1306860513309,1,5.929095670580864,5.3004,5.208832,1.9845,14551,0.001024,0.422656,,0.070656,0.260864,0,0.24192,0.0076799999999999993,0.040448,,0.003584,,1.3893119999999999,4332,895,0,
4333,37.53467130102041,1306860566313,1,5.6562996469438076,5.5604,5.886464,1.9255,14551,0.001024,0.420608,,0.4352,0.293888,0,0.2688,0.0076799999999999993,0.039936,,0.003072,,2.002688,4333,896,0,
4334,37.540669805839,1306860621917,1,5.998504813760519,5.1181,5.672192,1.8795,14551,0.001024,0.423936,,0.061952,0.257536,0.000256,0.240384,0.0076799999999999993,0.038911999999999995,,0.0025599999999999998,,1.791232,4334,897,0,
4335,37.546986401643991,1306860673098,1,6.3165957108139992,5.9296,5.976576,1.9404,14551,0.001024,0.417792,,0.062208,0.257536,0,0.24012799999999998,0.003328,0.03712,,0.003328,,1.891584,4335,898,0,
4336,37.5529408021542,1306860732394,1,5.9544006362557411,5.7565,6.291712,2.0058,14551,0.001024,0.54323199999999994,,0.061952,0.259328,0.000256,0.24192,0.003328,0.040448,,0.003072,,1.7807359999999999,4336,899,0,
4337,37.558200403911563,1306860789959,1,5.25960186496377,6.5177,5.931776,2.0622,14551,0.001024,0.42112,,0.062208,0.450048,0,0.242944,0.011264,0.038144,,0.002304,,1.7907199999999999,4337,900,0,
4338,37.563872803287978,1306860855136,1,5.6723994202911854,5.8299,,1.9925,14551,0.001024,0.42342399999999997,,0.063488,0.260096,0,0.24243199999999998,0.007424,0.039424,,0.0025599999999999998,,1.391872,4338,901,0,
4339,37.572335204081632,1306860913435,1,8.4624011069536209,5.9071,5.308928,5.9071,14551,0.001024,0.421632,,0.062208,0.42419199999999996,0.000256,0.406528,0.003328,0.038144,,0.003328,,1.570816,4339,902,0,
4340,37.577603805272105,1306860972506,1,5.2686012350022793,5.173,5.25568,1.5341,14551,0.001024,0.43212799999999996,,0.063488,0.254976,0.000256,0.237312,0.010496,0.041215999999999996,,0.0038399999999999997,,1.78176,4340,903,0,
4341,37.58325,1306861024236,1,5.64619479700923,5.8005,5.250048,1.8698,14551,0.001024,0.420352,,0.062464,0.26111999999999996,0.000256,0.24371199999999998,0.007424,0.041471999999999995,,0.002304,,1.389824,4341,904,0,
4342,37.58905070153061,1306861082241,1,5.8007016777992249,8.2975,5.637376,1.8644,14551,0.001024,0.42086399999999996,,0.061695999999999994,0.260096,0,0.24243199999999998,0.007936,0.039168,,0.002304,,2.210048,4342,905,0,
4343,37.594989406179138,1306861165216,1,5.9387045912444592,5.1859,5.773056,1.757,14551,0.001024,0.42112,,0.062464,0.449024,0,0.43084799999999995,0.007424,0.040959999999999996,,0.002304,,2.08,4343,906,0,
