observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,653056,1
0,VSM.Allocate,11255040,1
0,VSM.ClearPhysicalPages,470784,1
0,VSM.PageOccupancy,59392,1
0,VSM.FinalizePages,2048,1
0,VSM.DynamicRaster,85504,1
0,VSM.LayoutRemap,2560,1
0,VSM.InvalidateStatic,1792,1
0,VSM.StaticCasterCull,184320,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,165376,1
0,VSM.StaticRasterClear,256,1
0,VSM.StaticRasterDraw,23170560,1
0,VSM.DynamicRasterClear,85504,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,23170816,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,4426752,1
0,VSM.ResolveTrace,4293632,1
0,VSM.FilterHorizontal,61184,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,71424,1
0,VSM.ResetFeedback,2048,1
1,VSM.MarkReceiverPages,980224,1
1,VSM.Allocate,11283968,1
1,VSM.ClearPhysicalPages,470272,1
1,VSM.PageOccupancy,70144,1
1,VSM.FinalizePages,2048,1
1,VSM.DynamicRaster,87296,1
1,VSM.LayoutRemap,2304,1
1,VSM.InvalidateStatic,2304,1
1,VSM.StaticCasterCull,186368,1
1,VSM.DynamicCasterCull,0,1
1,VSM.PageCull,166912,1
1,VSM.StaticRasterClear,256,1
1,VSM.StaticRasterDraw,23341056,1
1,VSM.DynamicRasterClear,87296,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,23341312,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,4563456,1
1,VSM.ResolveTrace,4427776,1
1,VSM.FilterHorizontal,63488,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,71680,1
1,VSM.ResetFeedback,2048,1
2,VSM.MarkReceiverPages,657664,1
2,VSM.Allocate,11284992,1
2,VSM.ClearPhysicalPages,471040,1
2,VSM.PageOccupancy,61184,1
2,VSM.FinalizePages,2304,1
2,VSM.DynamicRaster,88832,1
2,VSM.LayoutRemap,2304,1
2,VSM.InvalidateStatic,2048,1
2,VSM.StaticCasterCull,176896,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,157696,1
2,VSM.StaticRasterClear,0,1
2,VSM.StaticRasterDraw,23396352,1
2,VSM.DynamicRasterClear,88832,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,23396608,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,3881216,1
2,VSM.ResolveTrace,3749376,1
2,VSM.FilterHorizontal,60928,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,70144,1
2,VSM.ResetFeedback,2048,1
3,VSM.MarkReceiverPages,969216,1
3,VSM.Allocate,11143680,1
3,VSM.ClearPhysicalPages,470528,1
3,VSM.PageOccupancy,61952,1
3,VSM.FinalizePages,2048,1
3,VSM.DynamicRaster,77824,1
3,VSM.LayoutRemap,2304,1
3,VSM.InvalidateStatic,2304,1
3,VSM.StaticCasterCull,178944,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,159232,1
3,VSM.StaticRasterClear,0,1
3,VSM.StaticRasterDraw,22799104,1
3,VSM.DynamicRasterClear,77824,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,22799360,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,3819008,1
3,VSM.ResolveTrace,3686400,1
3,VSM.FilterHorizontal,61696,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,70656,1
3,VSM.ResetFeedback,2048,1
4,VSM.MarkReceiverPages,970496,1
4,VSM.Allocate,11214336,1
4,VSM.ClearPhysicalPages,470016,1
4,VSM.PageOccupancy,60928,1
4,VSM.FinalizePages,2048,1
4,VSM.DynamicRaster,85248,1
4,VSM.LayoutRemap,2304,1
4,VSM.InvalidateStatic,2304,1
4,VSM.StaticCasterCull,174080,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,154880,1
4,VSM.StaticRasterClear,0,1
4,VSM.StaticRasterDraw,22728704,1
4,VSM.DynamicRasterClear,85248,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,22728960,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,3816448,1
4,VSM.ResolveTrace,3684352,1
4,VSM.FilterHorizontal,61184,1
4,VSM.FilterVertical,0,0
4,VSM.FilterTemporalVertical,70912,1
4,VSM.ResetFeedback,2048,1
5,VSM.MarkReceiverPages,654848,1
5,VSM.Allocate,11182336,1
5,VSM.ClearPhysicalPages,468480,1
5,VSM.PageOccupancy,60672,1
5,VSM.FinalizePages,2304,1
5,VSM.DynamicRaster,90624,1
5,VSM.LayoutRemap,2304,1
5,VSM.InvalidateStatic,2048,1
5,VSM.StaticCasterCull,179200,1
5,VSM.DynamicCasterCull,0,1
5,VSM.PageCull,160512,1
5,VSM.StaticRasterClear,0,1
5,VSM.StaticRasterDraw,22880000,1
5,VSM.DynamicRasterClear,90624,1
5,VSM.DynamicRasterDraw,0,1
5,VSM.StaticRaster,22880000,1
5,VSM.UnityCompatibilityRaster,0,0
5,VSM.Resolve,3839232,1
5,VSM.ResolveTrace,3707392,1
5,VSM.FilterHorizontal,61184,1
5,VSM.FilterVertical,0,0
5,VSM.FilterTemporalVertical,70400,1
5,VSM.ResetFeedback,2048,1
6,VSM.MarkReceiverPages,1064960,1
6,VSM.Allocate,11248128,1
6,VSM.ClearPhysicalPages,470528,1
6,VSM.PageOccupancy,68352,1
6,VSM.FinalizePages,2048,1
6,VSM.DynamicRaster,86272,1
6,VSM.LayoutRemap,2560,1
6,VSM.InvalidateStatic,2304,1
6,VSM.StaticCasterCull,178944,1
6,VSM.DynamicCasterCull,0,1
6,VSM.PageCull,159488,1
6,VSM.StaticRasterClear,0,1
6,VSM.StaticRasterDraw,22759424,1
6,VSM.DynamicRasterClear,86272,1
6,VSM.DynamicRasterDraw,0,1
6,VSM.StaticRaster,22759680,1
6,VSM.UnityCompatibilityRaster,0,0
6,VSM.Resolve,3830016,1
6,VSM.ResolveTrace,3698176,1
6,VSM.FilterHorizontal,61184,1
6,VSM.FilterVertical,0,0
6,VSM.FilterTemporalVertical,70656,1
6,VSM.ResetFeedback,2048,1
7,VSM.MarkReceiverPages,654336,1
7,VSM.Allocate,11215872,1
7,VSM.ClearPhysicalPages,469248,1
7,VSM.PageOccupancy,70144,1
7,VSM.FinalizePages,2048,1
7,VSM.DynamicRaster,92928,1
7,VSM.LayoutRemap,2304,1
7,VSM.InvalidateStatic,2048,1
7,VSM.StaticCasterCull,180992,1
7,VSM.DynamicCasterCull,0,1
7,VSM.PageCull,161792,1
7,VSM.StaticRasterClear,0,1
7,VSM.StaticRasterDraw,22772992,1
7,VSM.DynamicRasterClear,92928,1
7,VSM.DynamicRasterDraw,0,1
7,VSM.StaticRaster,22772992,1
7,VSM.UnityCompatibilityRaster,0,0
7,VSM.Resolve,4897280,1
7,VSM.ResolveTrace,4048128,1
7,VSM.FilterHorizontal,68096,1
7,VSM.FilterVertical,0,0
7,VSM.FilterTemporalVertical,71936,1
7,VSM.ResetFeedback,2048,1
8,VSM.MarkReceiverPages,649984,1
8,VSM.Allocate,11216896,1
8,VSM.ClearPhysicalPages,471040,1
8,VSM.PageOccupancy,60672,1
8,VSM.FinalizePages,2048,1
8,VSM.DynamicRaster,92160,1
8,VSM.LayoutRemap,2304,1
8,VSM.InvalidateStatic,2816,1
8,VSM.StaticCasterCull,174592,1
8,VSM.DynamicCasterCull,0,1
8,VSM.PageCull,154880,1
8,VSM.StaticRasterClear,256,1
8,VSM.StaticRasterDraw,23228160,1
8,VSM.DynamicRasterClear,92160,1
8,VSM.DynamicRasterDraw,0,1
8,VSM.StaticRaster,23228416,1
8,VSM.UnityCompatibilityRaster,0,0
8,VSM.Resolve,4385280,1
8,VSM.ResolveTrace,4244992,1
8,VSM.FilterHorizontal,66816,1
8,VSM.FilterVertical,0,0
8,VSM.FilterTemporalVertical,72448,1
8,VSM.ResetFeedback,2048,1
9,VSM.MarkReceiverPages,652288,1
9,VSM.Allocate,11249152,1
9,VSM.ClearPhysicalPages,471552,1
9,VSM.PageOccupancy,62720,1
9,VSM.FinalizePages,2048,1
9,VSM.DynamicRaster,89856,1
9,VSM.LayoutRemap,2304,1
9,VSM.InvalidateStatic,2816,1
9,VSM.StaticCasterCull,179456,1
9,VSM.DynamicCasterCull,0,1
9,VSM.PageCull,159744,1
9,VSM.StaticRasterClear,0,1
9,VSM.StaticRasterDraw,23343616,1
9,VSM.DynamicRasterClear,89856,1
9,VSM.DynamicRasterDraw,0,1
9,VSM.StaticRaster,23343616,1
9,VSM.UnityCompatibilityRaster,0,0
9,VSM.Resolve,4117504,1
9,VSM.ResolveTrace,3985408,1
9,VSM.FilterHorizontal,60928,1
9,VSM.FilterVertical,0,0
9,VSM.FilterTemporalVertical,70400,1
9,VSM.ResetFeedback,2048,1
10,VSM.MarkReceiverPages,651264,1
10,VSM.Allocate,11246848,1
10,VSM.ClearPhysicalPages,471808,1
10,VSM.PageOccupancy,72960,1
10,VSM.FinalizePages,2048,1
10,VSM.DynamicRaster,91392,1
10,VSM.LayoutRemap,2304,1
10,VSM.InvalidateStatic,2560,1
10,VSM.StaticCasterCull,172544,1
10,VSM.DynamicCasterCull,0,1
10,VSM.PageCull,153088,1
10,VSM.StaticRasterClear,0,1
10,VSM.StaticRasterDraw,23726592,1
10,VSM.DynamicRasterClear,91392,1
10,VSM.DynamicRasterDraw,0,1
10,VSM.StaticRaster,23726848,1
10,VSM.UnityCompatibilityRaster,0,0
10,VSM.Resolve,4875264,1
10,VSM.ResolveTrace,4346624,1
10,VSM.FilterHorizontal,66304,1
10,VSM.FilterVertical,0,0
10,VSM.FilterTemporalVertical,71936,1
10,VSM.ResetFeedback,2048,1
11,VSM.MarkReceiverPages,1176832,1
11,VSM.Allocate,11213056,1
11,VSM.ClearPhysicalPages,470272,1
11,VSM.PageOccupancy,107520,1
11,VSM.FinalizePages,2048,1
11,VSM.DynamicRaster,97024,1
11,VSM.LayoutRemap,2304,1
11,VSM.InvalidateStatic,2560,1
11,VSM.StaticCasterCull,178688,1
11,VSM.DynamicCasterCull,0,1
11,VSM.PageCull,158976,1
11,VSM.StaticRasterClear,256,1
11,VSM.StaticRasterDraw,23226112,1
11,VSM.DynamicRasterClear,96768,1
11,VSM.DynamicRasterDraw,0,1
11,VSM.StaticRaster,23226368,1
11,VSM.UnityCompatibilityRaster,0,0
11,VSM.Resolve,4819712,1
11,VSM.ResolveTrace,4679680,1
11,VSM.FilterHorizontal,66560,1
11,VSM.FilterVertical,0,0
11,VSM.FilterTemporalVertical,72192,1
11,VSM.ResetFeedback,2048,1
12,VSM.MarkReceiverPages,648704,1
12,VSM.Allocate,11218944,1
12,VSM.ClearPhysicalPages,470784,1
12,VSM.PageOccupancy,71680,1
12,VSM.FinalizePages,2304,1
12,VSM.DynamicRaster,90368,1
12,VSM.LayoutRemap,2304,1
12,VSM.InvalidateStatic,2816,1
12,VSM.StaticCasterCull,173824,1
12,VSM.DynamicCasterCull,0,1
12,VSM.PageCull,154368,1
12,VSM.StaticRasterClear,256,1
12,VSM.StaticRasterDraw,23255808,1
12,VSM.DynamicRasterClear,90368,1
12,VSM.DynamicRasterDraw,0,1
12,VSM.StaticRaster,23256064,1
12,VSM.UnityCompatibilityRaster,0,0
