observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,825088,1
0,VSM.Allocate,11292416,1
0,VSM.ClearPhysicalPages,473344,1
0,VSM.PageOccupancy,64512,1
0,VSM.FinalizePages,2048,1
0,VSM.DynamicRaster,93440,1
0,VSM.LayoutRemap,2560,1
0,VSM.InvalidateStatic,2048,1
0,VSM.StaticCasterCull,173824,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,154112,1
0,VSM.StaticRasterClear,0,1
0,VSM.StaticRasterDraw,28959744,1
0,VSM.DynamicRasterClear,93440,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,28960000,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,5522432,1
0,VSM.ResolveTrace,5384960,1
0,VSM.FilterHorizontal,64768,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,71680,1
0,VSM.ResetFeedback,2048,1
1,VSM.MarkReceiverPages,1057792,1
1,VSM.Allocate,11441152,1
1,VSM.ClearPhysicalPages,477440,1
1,VSM.PageOccupancy,70144,1
1,VSM.FinalizePages,2304,1
1,VSM.DynamicRaster,10752,1
1,VSM.LayoutRemap,2048,1
1,VSM.InvalidateStatic,2560,1
1,VSM.StaticCasterCull,176640,1
1,VSM.DynamicCasterCull,256,1
1,VSM.PageCull,157184,1
1,VSM.StaticRasterClear,0,1
1,VSM.StaticRasterDraw,28698880,1
1,VSM.DynamicRasterClear,10752,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,28699136,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,5040640,1
1,VSM.ResolveTrace,4905728,1
1,VSM.FilterHorizontal,63744,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,71168,1
1,VSM.ResetFeedback,2048,1
2,VSM.MarkReceiverPages,656896,1
2,VSM.Allocate,11441664,1
2,VSM.ClearPhysicalPages,477184,1
2,VSM.PageOccupancy,74496,1
2,VSM.FinalizePages,2048,1
2,VSM.DynamicRaster,63744,1
2,VSM.LayoutRemap,2304,1
2,VSM.InvalidateStatic,2816,1
2,VSM.StaticCasterCull,176640,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,157184,1
2,VSM.StaticRasterClear,0,1
2,VSM.StaticRasterDraw,28602112,1
2,VSM.DynamicRasterClear,63744,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,28602368,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,5282816,1
2,VSM.ResolveTrace,5145344,1
2,VSM.FilterHorizontal,64768,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,71424,1
2,VSM.ResetFeedback,2048,1
3,VSM.MarkReceiverPages,653056,1
3,VSM.Allocate,11245824,1
3,VSM.ClearPhysicalPages,476160,1
3,VSM.PageOccupancy,77568,1
3,VSM.FinalizePages,2304,1
3,VSM.DynamicRaster,11520,1
3,VSM.LayoutRemap,2304,1
3,VSM.InvalidateStatic,2304,1
3,VSM.StaticCasterCull,176896,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,157696,1
3,VSM.StaticRasterClear,256,1
3,VSM.StaticRasterDraw,28014848,1
3,VSM.DynamicRasterClear,11520,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,28015360,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,5042432,1
3,VSM.ResolveTrace,4909056,1
3,VSM.FilterHorizontal,63488,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,69376,1
3,VSM.ResetFeedback,2048,1
4,VSM.MarkReceiverPages,653568,1
4,VSM.Allocate,11220992,1
4,VSM.ClearPhysicalPages,471808,1
4,VSM.PageOccupancy,74496,1
4,VSM.FinalizePages,2048,1
4,VSM.DynamicRaster,14848,1
4,VSM.LayoutRemap,2048,1
4,VSM.InvalidateStatic,1792,1
4,VSM.StaticCasterCull,185344,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,165632,1
4,VSM.StaticRasterClear,256,1
4,VSM.StaticRasterDraw,27891712,1
4,VSM.DynamicRasterClear,14848,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,27891968,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,5030656,1
4,VSM.ResolveTrace,4895488,1
4,VSM.FilterHorizontal,63744,1
4,VSM.FilterVertical,0,0
4,VSM.FilterTemporalVertical,71424,1
4,VSM.ResetFeedback,2048,1
5,VSM.MarkReceiverPages,1094144,1
5,VSM.Allocate,11256576,1
5,VSM.ClearPhysicalPages,472576,1
5,VSM.PageOccupancy,91136,1
5,VSM.FinalizePages,2048,1
5,VSM.DynamicRaster,89856,1
5,VSM.LayoutRemap,2304,1
5,VSM.InvalidateStatic,2560,1
5,VSM.StaticCasterCull,172032,1
5,VSM.DynamicCasterCull,0,1
5,VSM.PageCull,152576,1
5,VSM.StaticRasterClear,0,1
5,VSM.StaticRasterDraw,28430336,1
5,VSM.DynamicRasterClear,89856,1
5,VSM.DynamicRasterDraw,0,1
5,VSM.StaticRaster,28430592,1
5,VSM.UnityCompatibilityRaster,0,0
5,VSM.Resolve,5027840,1
5,VSM.ResolveTrace,4894976,1
5,VSM.FilterHorizontal,63744,1
5,VSM.FilterVertical,0,0
5,VSM.FilterTemporalVertical,69120,1
5,VSM.ResetFeedback,2048,1
6,VSM.MarkReceiverPages,653056,1
6,VSM.Allocate,11375360,1
6,VSM.ClearPhysicalPages,476416,1
6,VSM.PageOccupancy,67840,1
6,VSM.FinalizePages,2048,1
6,VSM.DynamicRaster,13056,1
6,VSM.LayoutRemap,2304,1
6,VSM.InvalidateStatic,2048,1
6,VSM.StaticCasterCull,181504,1
6,VSM.DynamicCasterCull,0,1
6,VSM.PageCull,162304,1
6,VSM.StaticRasterClear,256,1
6,VSM.StaticRasterDraw,28153344,1
6,VSM.DynamicRasterClear,13056,1
6,VSM.DynamicRasterDraw,0,1
6,VSM.StaticRaster,28153600,1
6,VSM.UnityCompatibilityRaster,0,0
6,VSM.Resolve,5019904,1
6,VSM.ResolveTrace,4887040,1
6,VSM.FilterHorizontal,64000,1
6,VSM.FilterVertical,0,0
6,VSM.FilterTemporalVertical,68864,1
6,VSM.ResetFeedback,2048,1
7,VSM.MarkReceiverPages,1080064,1
7,VSM.Allocate,11362048,1
7,VSM.ClearPhysicalPages,476672,1
7,VSM.PageOccupancy,79104,1
7,VSM.FinalizePages,2304,1
7,VSM.DynamicRaster,12032,1
7,VSM.LayoutRemap,2304,1
7,VSM.InvalidateStatic,2304,1
7,VSM.StaticCasterCull,181248,1
7,VSM.DynamicCasterCull,0,1
7,VSM.PageCull,161280,1
7,VSM.StaticRasterClear,256,1
7,VSM.StaticRasterDraw,28762624,1
7,VSM.DynamicRasterClear,12032,1
7,VSM.DynamicRasterDraw,0,1
7,VSM.StaticRaster,28762880,1
7,VSM.UnityCompatibilityRaster,0,0
7,VSM.Resolve,5031936,1
7,VSM.ResolveTrace,4899072,1
7,VSM.FilterHorizontal,63232,1
7,VSM.FilterVertical,0,0
7,VSM.FilterTemporalVertical,69376,1
7,VSM.ResetFeedback,2304,1
8,VSM.MarkReceiverPages,654080,1
8,VSM.Allocate,11256320,1
8,VSM.ClearPhysicalPages,473600,1
8,VSM.PageOccupancy,64768,1
8,VSM.FinalizePages,2304,1
