observation,marker,gpu_ns,gpu_sample_count
0,VSM.MarkReceiverPages,656128,1
0,VSM.Allocate,11406592,1
0,VSM.ClearPhysicalPages,477440,1
0,VSM.PageOccupancy,82944,1
0,VSM.FinalizePages,2304,1
0,VSM.DynamicRaster,91136,1
0,VSM.LayoutRemap,2304,1
0,VSM.InvalidateStatic,2560,1
0,VSM.StaticCasterCull,177152,1
0,VSM.DynamicCasterCull,0,1
0,VSM.PageCull,157440,1
0,VSM.StaticRasterClear,0,1
0,VSM.StaticRasterDraw,28196864,1
0,VSM.DynamicRasterClear,91136,1
0,VSM.DynamicRasterDraw,0,1
0,VSM.StaticRaster,28197120,1
0,VSM.UnityCompatibilityRaster,0,0
0,VSM.Resolve,5195008,1
0,VSM.ResolveTrace,5060352,1
0,VSM.FilterHorizontal,64000,1
0,VSM.FilterVertical,0,0
0,VSM.FilterTemporalVertical,70400,1
0,VSM.ResetFeedback,2048,1
1,VSM.MarkReceiverPages,654336,1
1,VSM.Allocate,11383040,1
1,VSM.ClearPhysicalPages,477696,1
1,VSM.PageOccupancy,67072,1
1,VSM.FinalizePages,2304,1
1,VSM.DynamicRaster,81920,1
1,VSM.LayoutRemap,2304,1
1,VSM.InvalidateStatic,2304,1
1,VSM.StaticCasterCull,180736,1
1,VSM.DynamicCasterCull,0,1
1,VSM.PageCull,161536,1
1,VSM.StaticRasterClear,256,1
1,VSM.StaticRasterDraw,28615424,1
1,VSM.DynamicRasterClear,81920,1
1,VSM.DynamicRasterDraw,0,1
1,VSM.StaticRaster,28615680,1
1,VSM.UnityCompatibilityRaster,0,0
1,VSM.Resolve,5462016,1
1,VSM.ResolveTrace,5325568,1
1,VSM.FilterHorizontal,64000,1
1,VSM.FilterVertical,0,0
1,VSM.FilterTemporalVertical,71424,1
1,VSM.ResetFeedback,2048,1
2,VSM.MarkReceiverPages,984320,1
2,VSM.Allocate,11355648,1
2,VSM.ClearPhysicalPages,472832,1
2,VSM.PageOccupancy,76032,1
2,VSM.FinalizePages,2304,1
2,VSM.DynamicRaster,72192,1
2,VSM.LayoutRemap,2304,1
2,VSM.InvalidateStatic,2304,1
2,VSM.StaticCasterCull,182784,1
2,VSM.DynamicCasterCull,0,1
2,VSM.PageCull,163328,1
2,VSM.StaticRasterClear,0,1
2,VSM.StaticRasterDraw,28378880,1
2,VSM.DynamicRasterClear,72192,1
2,VSM.DynamicRasterDraw,0,1
2,VSM.StaticRaster,28379136,1
2,VSM.UnityCompatibilityRaster,0,0
2,VSM.Resolve,5666816,1
2,VSM.ResolveTrace,5526528,1
2,VSM.FilterHorizontal,66304,1
2,VSM.FilterVertical,0,0
2,VSM.FilterTemporalVertical,72704,1
2,VSM.ResetFeedback,2048,1
3,VSM.MarkReceiverPages,1080320,1
3,VSM.Allocate,11184896,1
3,VSM.ClearPhysicalPages,471552,1
3,VSM.PageOccupancy,78080,1
3,VSM.FinalizePages,2304,1
3,VSM.DynamicRaster,12544,1
3,VSM.LayoutRemap,2304,1
3,VSM.InvalidateStatic,2560,1
3,VSM.StaticCasterCull,177664,1
3,VSM.DynamicCasterCull,0,1
3,VSM.PageCull,158720,1
3,VSM.StaticRasterClear,0,1
3,VSM.StaticRasterDraw,27856384,1
3,VSM.DynamicRasterClear,12544,1
3,VSM.DynamicRasterDraw,0,1
3,VSM.StaticRaster,27856640,1
3,VSM.UnityCompatibilityRaster,0,0
3,VSM.Resolve,5198336,1
3,VSM.ResolveTrace,5066240,1
3,VSM.FilterHorizontal,63488,1
3,VSM.FilterVertical,0,0
3,VSM.FilterTemporalVertical,68352,1
3,VSM.ResetFeedback,2048,1
4,VSM.MarkReceiverPages,653056,1
4,VSM.Allocate,11338496,1
4,VSM.ClearPhysicalPages,475904,1
4,VSM.PageOccupancy,64768,1
4,VSM.FinalizePages,2048,1
4,VSM.DynamicRaster,11008,1
4,VSM.LayoutRemap,2304,1
4,VSM.InvalidateStatic,2304,1
4,VSM.StaticCasterCull,169216,1
4,VSM.DynamicCasterCull,0,1
4,VSM.PageCull,150272,1
4,VSM.StaticRasterClear,0,1
4,VSM.StaticRasterDraw,28300032,1
4,VSM.DynamicRasterClear,11008,1
4,VSM.DynamicRasterDraw,0,1
4,VSM.StaticRaster,28300032,1
4,VSM.UnityCompatibilityRaster,0,0
4,VSM.Resolve,6340096,1
4,VSM.ResolveTrace,5891584,1
4,VSM.FilterHorizontal,67584,1
4,VSM.FilterVertical,0,0
4,VSM.FilterTemporalVertical,71680,1
4,VSM.ResetFeedback,2048,1
5,VSM.MarkReceiverPages,651264,1
5,VSM.Allocate,11325440,1
5,VSM.ClearPhysicalPages,476160,1
5,VSM.PageOccupancy,77312,1
5,VSM.FinalizePages,2304,1
5,VSM.DynamicRaster,13824,1
5,VSM.LayoutRemap,2304,1
5,VSM.InvalidateStatic,1792,1
5,VSM.StaticCasterCull,177408,1
5,VSM.DynamicCasterCull,0,1
5,VSM.PageCull,157952,1
5,VSM.StaticRasterClear,0,1
5,VSM.StaticRasterDraw,28576256,1
5,VSM.DynamicRasterClear,13824,1
5,VSM.DynamicRasterDraw,0,1
5,VSM.StaticRaster,28576256,1
5,VSM.UnityCompatibilityRaster,0,0
5,VSM.Resolve,5182976,1
5,VSM.ResolveTrace,5047808,1
5,VSM.FilterHorizontal,64000,1
5,VSM.FilterVertical,0,0
5,VSM.FilterTemporalVertical,71168,1
5,VSM.ResetFeedback,2304,1
6,VSM.MarkReceiverPages,651520,1
6,VSM.Allocate,11256576,1
6,VSM.ClearPhysicalPages,472576,1
6,VSM.PageOccupancy,76288,1
6,VSM.FinalizePages,2304,1
6,VSM.DynamicRaster,13568,1
6,VSM.LayoutRemap,2048,1
6,VSM.InvalidateStatic,2304,1
6,VSM.StaticCasterCull,175104,1
6,VSM.DynamicCasterCull,0,1
6,VSM.PageCull,156160,1
6,VSM.StaticRasterClear,256,1
6,VSM.StaticRasterDraw,27800320,1
6,VSM.DynamicRasterClear,13568,1
6,VSM.DynamicRasterDraw,0,1
6,VSM.StaticRaster,27800576,1
6,VSM.UnityCompatibilityRaster,0,0
6,VSM.Resolve,5170176,1
6,VSM.ResolveTrace,5036288,1
6,VSM.FilterHorizontal,64000,1
6,VSM.FilterVertical,0,0
6,VSM.FilterTemporalVertical,69376,1
6,VSM.ResetFeedback,2048,1
7,VSM.MarkReceiverPages,655616,1
7,VSM.Allocate,11255296,1
7,VSM.ClearPhysicalPages,643072,1
7,VSM.PageOccupancy,73472,1
7,VSM.FinalizePages,2048,1
